Topic,Count,Name,Representation,Representative_Docs
9,46,9_paper_leak_paper leak_students,"['paper', 'leak', 'paper leak', 'students', 'plan', 'leaks', 'neet paper', 'paper leaks', 'expressing solidarity', 'solidarity']","['The Students Islamic Organisation of India (SIO) held a protest at #Hyderabad’s #Charminar after Friday prayers, expressing solidarity with students in Delhi. The demonstration condemned the alleged police action against students and called for accountability. #JantarMantar https://t.co/fJitlFOt3q', 'The Students Islamic Organisation of India (SIO) held a protest at #Hyderabad’s #Charminar after Friday prayers, expressing solidarity with students in Delhi. The demonstration condemned the alleged police action against students and called for accountability. #JantarMantar https://t.co/p1YRZhYpTj', 'The Students Islamic Organisation of India (SIO) held a protest at #Hyderabad’s #Charminar after Friday prayers, expressing solidarity with students in Delhi. The demonstration condemned the alleged police action against students and called for accountability. #JantarMantar https://t.co/5lu4vqs4UM']"
10,43,10_dharmendrapradhan_modi delhi_sonamwangchuk cjp_dharmendrapradhan sonamwangchuk,"['dharmendrapradhan', 'modi delhi', 'sonamwangchuk cjp', 'dharmendrapradhan sonamwangchuk', 'protest india', 'sonamwangchuk', 'cockroachjantaparty', 'abhijeetdipke', 'jantarmantar', 'genz']","['Gorlllss \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/u6DwQMBSs2', 'Creativity \n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar', ""It's awareness. \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar""]"
11,41,11_food_water_delivery_food water,"['food', 'water', 'delivery', 'food water', 'police', 'gt', 'junaid', 'stopped', 'cjp', 'https']","['VIDEO | Jantar Mantar Protest: ""Food and water being stopped\', says CJP spokesperson Saurav Das in heated argument with Delhi Police.\n\n#JantarMantarProtest #CJP\n\n(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/JDrzIUjhdO', 'VIDEO | Delhi Jantar Mantar Protest: CJP spokesperson Saurav Das, says, ""Our food and water is being stopped. Is Delhi Police trying to deprive people of food and water? Let the Delhi Police clarify its position. Instead of listening to the demands of the youth, the https://t.co/BJo8OCTAV5', 'Delhi: CJP spokesperson Saurav Das sat on a dharna after alleging that Delhi Police stopped food and water supplies at the protest site.\n\nHe says, ""Access to clean water and food is a basic human right. Is Delhi Police trying to deprive people of food and water? Delhi Police https://t.co/pnZg0lZYjA']"
12,48,12_spokesperson_nadda_union_jitendra singh,"['spokesperson', 'nadda', 'union', 'jitendra singh', 'jitendra', 'das', 'saurav das', 'ministers', 'saurav', 'jp']","['Watch | Delhi: A meeting was held between Union Ministers JP Nadda and Jitendra Singh and Cockroach Janta Party’s Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka. \n\n@JPNadda | @DrJitendraSingh | @abhijeet_dipke | @SauravDassss | @AshutoshRanka | #Delhi | https://t.co/rdmvnVghfA', ""Delhi | Union Ministers JP Nadda and Jitendra Singh hold third round of talks with Cockroach Janta Party's Chief Spokesperson Saurav Das and its National Spokesperson Ashutosh Ranka. \n🪳✊ #CJP Protest #Live Updates ➠ https://t.co/uzcG4xQiaM 📋 https://t.co/D8IYtzM577"", ""#WATCH | Delhi: Union Ministers JP Nadda and Jitendra Singh hold third round of talks with Cockroach Janta Party's Chief Spokesperson Saurav Das and its National Spokesperson Ashutosh Ranka. \n🪳✊ #CJP Protest #Live Updates ➠ https://t.co/uzcG4xQiaM 📋 https://t.co/xd1YCYBIzI""]"
13,36,13_cjp protest_protest https_instagram_videos,"['cjp protest', 'protest https', 'instagram', 'videos', 'protest', 'https', 'content', 'cjp', 'best', 'like']","['Meet Preeti Chaudhary, wife of a serving army man, who makes content on facebook.\n\nRecently one of her reel reached 1 million views.\n\nShe suddenly started wearing uniform of her husband most probably to support CJP protest.\n\nTalks against delhi police and makes allegations of https://t.co/IXGsl6uL2t', 'She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one.\n\nNow yesterday, she was threatening the Delhi Police to beat them with lathis.\n#GenZWithBharat \n#PMModi https://t.co/ClmFHNS6fZ', '🚨 She is Instagram influencer Sunita Bhatt with over 200K+ followers. She has been making anti-BJP videos for a long time and has been covering the CJP protest since day one.\n\nNow yesterday, she was threatening the Delhi Police to beat them with lathis. Just a few hours later, https://t.co/QJgbkcFgBj']"
14,37,14_cjp protest_protest_looks_offered,"['cjp protest', 'protest', 'looks', 'offered', 'woman cjp', 'links', 'khan', 'investigate', 'suspicious', 'woman']","['@MeghUpdates This woman at the CJP protest is threatening to turn Delhi into Nepal.  \nShe looks suspicious.\n@DelhiPolice must investigate her links. \nFrom @erbmjha https://t.co/78Pmq8rSmM', 'This woman at the CJP protest is threatening to turn Delhi into Nepal.  \nShe looks suspicious.\n@DelhiPolice must investigate her links. \nFrom @erbmjha https://t.co/Xdgdzm5s8u', 'This woman at the CJP protest is threatening to turn Delhi into Nepal. \nShe looks suspicious. \n@DelhiPolice must investigate her links.\nFrom @erbmjha https://t.co/pYFCzns1oj']"
15,34,15_neet_tamil_protest_tamil nadu,"['neet', 'tamil', 'protest', 'tamil nadu', 'nadu', 'cjp', 'neet protest', 'neet students', 'ban neet', 'student']","['1) CJP Delhi protest has 3 clear demands and Ban NEET is NOT one of them\n\n2) So how is demanding Ban NEET in Tamil Nadu called a supportive protest for CJP\n\n3)  Pushing Ban NEET and singing about religious riots is this really a student support protest. https://t.co/Cj8SFK0O33', 'Urgent attention is needed regarding the CJP Tamil Nadu protest.\n\n@abhijeet_dipke @Wangchuk66 @Cockroachisback @CJP_for_India \n\nPlease review what is happening under the CJP banner in Tamil Nadu.  A protest supposedly demanding a fair NEET has been diverted into personal attacks https://t.co/syI1GabwQj', '@VKreflections @MacroMatrix1 CJP Delhi demands a fair NEET while CJP Chennai demands a ban on NEET. Did you listen to his full speech? He covered all the issues related to NEET and the protest. Additionally, he also addressed the Tamil Nadu govt’s lack of action on Dalit issues in his own stage.']"
16,39,16_riots_tmc_shaheen bagh_shaheen,"['riots', 'tmc', 'shaheen bagh', 'shaheen', 'bagh', 'elections', 'modi', 'urban naxals', 'children', 'anti hindu']","['Thank you CJP for making people believe for the first time in 12 years that it is completely normal to protest against a regime and that Modi is just a politician and not a non biological entity blessed on earth for Indians.\n\nDon’t know the end result but it made us believe that', 'Did PM Modi and HM Amit Shah lose to the CJP?\n\nMy answer is no.\n\nThe BJP only takes a step back when it needs to move 10 steps forward. The Cockroach Janata Party was completely hijacked, gradually infiltrated by extremist organizations, leftist ideology, and the Deep State. They https://t.co/Dcfvt90bRi', 'VIDEO | Delhi: Addressing the gathering at the CJP protest at Jantar Mantar, TMC leader Kalyan Banerjee says, ""The people who are fighting are our nation\'s youth. We all stand by them in this fight. The issue at hand is the NEET paper leak, and as for your movement, we are https://t.co/vefYjhao2Q']"
17,34,17_live_jantar mantar_mantar_jantar,"['live', 'jantar mantar', 'mantar', 'jantar', 'protest live', 'live updates', 'updates', 'cjp calls', 'cjp', 'agitation']","[""CJP Jantar Mantar Protest Live Updates: 'We withdraw agitation in good faith,' say CJP leaders at joint presser with Centre\n https://t.co/wiuPAf1UFc\nDownload the TOI app now:\nhttps://t.co/Av4VWorOpx"", 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज https://t.co/rnbwnauQCk']"
18,28,18_du_https_students_delhi cjp,"['du', 'https', 'students', 'delhi cjp', 'delhi', 'protest', 'faculty', 'video', 'delhi university', 'cjp']","[""▶️ #WATCH | Responding to the CJP's call for nationwide protests, the Students' Federation of India', the student wing of the Communist Party of India Marxist -CPIM staged a protest at the Delhi University Vice Chancellor's office.\n\nVideo Courtesy - @SfiDelhi \n\n#SFI https://t.co/25zu9fd39C"", ""Delhi CJP Protest: Ashish Chanchlani's Viral Video Divides Social Media\n\n#Delhi #CJPProtest #AshishChanchlani #StudentProtest #NEET2026\n#GenZWithBharat\n#OperationMeritUP https://t.co/xAvHfDYDlp"", 'People in Melbourne unite for students in India.\nLarge show of support from Australia with strong voices for the student protest in New Delhi as people gather in the Victoria capital’s Fed Square braving the cold weather. Video \u2066@SBSNews\u2069 \n#Australia \u2066#CJP #Studentpower https://t.co/B4sNuPWPYC']"
19,28,19_police_delhi police_mantar_jantar mantar,"['police', 'delhi police', 'mantar', 'jantar mantar', 'jantar', 'delhi', 'lathi charge', 'near', 'lathi', 'charge']","['Several social media posts have claimed that a girl died on spot during the protests in Delhi\n\n#PIBFactCheck\n\n❌ This claim is #FAKE \n\n✅ No protest related death has occurred in Delhi \n\n📢 Stay alert, and report suspicious content to @PIBFactCheck\n\n📲 WhatsApp: +91 8799711259 https://t.co/BwiWu0EFgW', 'BREAKING | \n\nDelhi Police Cracks Down on Misinformation Amid CJP Protest\n\nDelhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar.\n\n▪️ No woman died during the July 20 https://t.co/nC3Gry1GYc', '@Krishan10_ Delhi Police ACP Vivek Bhagat (Connaught Place) was injured during violence linked to a CJP (Citizens for Justice and Peace, or related protest group) demonstration.\nThe clash occurred around 8:30 PM on July 22/23, 2026, near Jantar Mantar/Tolstoy Marg/Connaught Place.\nReports']"
20,35,20_modi_modi ji_ji_banerjee,"['modi', 'modi ji', 'ji', 'banerjee', 'narendra modi', 'narendra', 'prime', 'prime minister', 'minister narendra', 'cjp protest']","['Mamata Banerjee will be in Delhi on Monday. Likely to attend CJP Protest: sources', ""'If needed, I'll come to Delhi': Mamata Banerjee likely to join CJP's Jantar Mantar protest\n#MamataBanerjee #CJP #NEET #JantarMantar #DelhiProtest \nRead more at: https://t.co/41otxF7RO7"", 'Mamata Banerjee will attend the CJP protest at Jantar Mantar on Monday.\n\nJust one year ago, the Supreme Court cancelled 26,000 school appointments after finding serious irregularities in the recruitment process under the Mamata Banerjee government.\n\n₹50 crore in cash was https://t.co/Lb5DstADgA']"
21,29,21_dipke_abhijeet dipke_abhijeet_gt,"['dipke', 'abhijeet dipke', 'abhijeet', 'gt', 'founder', 'cjp founder', 'founder abhijeet', 'dipke says', 'cockroach', 'diagnosed']","[""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police https://t.co/wfgfDoZVHb"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest\n\nDelhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters.\n\nA large gathering of people joined the demonstration, https://t.co/TvNDQpiKSO', '🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will https://t.co/a2CCJwJmKj']"
22,24,22_journalists_journalist_media_cjp goons,"['journalists', 'journalist', 'media', 'cjp goons', 'godi media', 'godi', 'covering', 'cjp', 'goons', 'female']","['Man who attacked a journalist at Kolkata CJP protest has been identified as Laraib Sheikh, an Instagram content creator.\n\nIn a viral video, he was seen using abusive language and assaulting the journalist.\n\nhttps://t.co/Sh5L7WMatY', 'Ground Reality Of CJP Protest :\n\nFour more persons at different occasions, were randomly declared as ""Godi Media"" and brutally thrashed by CJP goons, at Jantar Mantar.\n\nAll these attacks on ""journalists"" are being livestreamed and celebrated on Instagram.\n\nAbhijeet Dipke has not https://t.co/XpzcJpDO4U', 'WTF Is Happening At CJP Protest?\n\nA journalist was randomly declared ""Godi Media"". \n\nAnd brutally beaten by a hundreds of CJP goons.\n\nAnd people on camera are celebrating these mob attacks on journalists.\n\nInstead of publicly conedming these mob attacks, CJP is shamelessly https://t.co/0p63fbqPew']"
23,22,23_pradhan_pradhan resignation_dharmendra pradhan_dharmendra,"['pradhan', 'pradhan resignation', 'dharmendra pradhan', 'dharmendra', 'live', 'resignation', 'live updates', 'govt', 'updates', 'cjp says']","[""Delhi Protest #Live: CJP Says Dharmendra Pradhan's Resignation 'Non Negotiable', Warns Of 'Tougher Decisions' If Govt Rejects Demand\n\n#NEETPaperLeak #DharmendraPradhanMustResign #JantarMantarProtest #RahulGandhi #CockroachJantaParty #AbhijeetDipke\n\nhttps://t.co/SiuWEw6Q56"", ""CJP Protest News LIVE Updates: CJP-Centre 3rd round of talks today; Pradhan's resignation in focus; Delhi Metro curbs continue &amp; other top developments\nhttps://t.co/ssbS4uNASc"", '#BreakingNews | CJP says they want resignation of Dharmendra Pradhan. CJP claims Govt Ministers said they will reply on this by Saturday afternoon\n\n@SimranBabbar_05   @Arunima24  with @GrihaAtul   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP \n\nWatch: https://t.co/wS0JNlwsg5']"
24,21,24_police_sad_delhi police_peaceful,"['police', 'sad', 'delhi police', 'peaceful', 'protest', 'democracy', 'fear', 'kerala', 'delhi', '100']","['He is rapper Vedan from Kochi\n\n-He performed songs in support of the CJP protest in Delhi.\n\n-In this video, he talks about alleged police suppression on CJP\n\nNow, Kerala Police have registered FIR against over 100 people in connection on his Kochi event, with rapper Vedan’s https://t.co/n4hZ7r7VG5', 'Congress in Delhi: “Police brutality! Death of democracy! Students have every right to protest! Resign, Education Minister!”\n\nCongress in Kerala: quietly files FIR against 100 people (including a popular rapper) for holding a solidarity protest in support of the exact same cause. https://t.co/1Ivd9EebMQ', 'Security forces in India’s capital Delhi are cracking down on one of the biggest anti-government protests in recent years. \n\nThe authorities should order police to exercise restraint, restore mobile internet connectivity near protests, and ensure people can protest peacefully. https://t.co/aKV3FJELuG']"
25,23,25_pellet_guns_pellet guns_use,"['pellet', 'guns', 'pellet guns', 'use', 'used', 'studentprotest education', 'education delhi', 'injuries', 'neetpaperleakcase', 'seeks']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns.\n\nWho is accountable for the pellet injuries?\n\nTune in for more in this report.\n\n#NEETPaperLeakCase #StudentProtest #Education #Delhi #JantarMantar https://t.co/obXZrrrNDc', '#Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a https://t.co/LbQN6xm7lI', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I https://t.co/330g23FFnV']"
26,29,26_sonam_wangchuk_sonam wangchuk_strike,"['sonam', 'wangchuk', 'sonam wangchuk', 'strike', 'hospital', 'hunger strike', 'hunger', 'ended', 'fast', 'safdarjung hospital']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment"" https://t.co/isnbuNbIjP', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues.\n\nProtesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan.\n\n#JantarMantar https://t.co/2Yu78gVj4u"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues.\n\nProtesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan.\n\n#JantarMantar https://t.co/nDx60jDInL""]"
27,20,27_dipke_aniieodgvs_aniieodgvs https_https aniieodgvs,"['dipke', 'aniieodgvs', 'aniieodgvs https', 'https aniieodgvs', 'abhijeet dipke', 'pmmodi hungerstrike', 'sonamwangchuk pmmodi', 'cjp watch', 'hungerstrike protest', 'watch https']","['CJP Protest Continues Amid Ongoing Government Negotiations\n\n@SimranBabbar_05   with @poonam_burde  | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP \n\nWatch: https://t.co/aNIieODGVs https://t.co/yYIS76ZedS', 'CJP Delegation Engages with Government Amidst Ongoing Protests at Jantar Mantar\n\n@SimranBabbar_05   @Arunima24  with @GrihaAtul   | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP \n\nWatch: https://t.co/aNIieODGVs https://t.co/vGaL4Y3dfv', '#BreakingNews | Abhijeet Dipke slams government amid centre-CJP talks, says government is rewarding corruption\n\n@SimranBabbar_05   with @poonam_burde  | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP \n\nWatch: https://t.co/aNIieODGVs https://t.co/63mCH9Crjx']"
28,26,28_resign_pradhan resign_pradhan_dharmendra pradhan,"['resign', 'pradhan resign', 'pradhan', 'dharmendra pradhan', 'dharmendra', 'dpradhanbjp', 'announcement', 'modi', 'cjp', 'minister dpradhanbjp']","['A new era begins as Dharmendra Pradhan resign. It takes lots of guts to stand against this government. Congratulations to every GenZ who stood tall for their demands ... \n\n#CJP #delhi #protest', 'Important announcement 📣 \n\nCJP will mobilize across India before returning to Delhi for our next big protest. \n\nDharmendra Pradhan must resign! https://t.co/y3Oq5cxOki', 'congratulations CJP for making an innocent man resign from his post.\n\nthank you narendra modi ji for not letting hooligans &amp; foreign funded protest tear apart this country.\n\nit is the black day for democracy but always remember dharmendra pradhan, history will be kinder to you. https://t.co/qQYSdhETyO']"
