Topic,Count,Name,Representation,Representative_Docs
9,43,9_food_police_mantar_jantar mantar,"['food', 'police', 'mantar', 'jantar mantar', 'jantar', 'water', 'delhi police', 'delhi', 'security', 'cjp']","['VIDEO | Jantar Mantar Protest: ""Food and water being stopped\', says CJP spokesperson Saurav Das in heated argument with Delhi Police.\n\n#JantarMantarProtest #CJP\n\n(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/JDrzIUjhdO', 'Delhi: CJP spokesperson Saurav Das sat on a dharna after alleging that Delhi Police stopped food and water supplies at the protest site.\n\nHe says, ""Access to clean water and food is a basic human right. Is Delhi Police trying to deprive people of food and water? Delhi Police https://t.co/pnZg0lZYjA', 'VIDEO | Delhi Jantar Mantar Protest: CJP spokesperson Saurav Das, says, ""Our food and water is being stopped. Is Delhi Police trying to deprive people of food and water? Let the Delhi Police clarify its position. Instead of listening to the demands of the youth, the https://t.co/BJo8OCTAV5']"
10,42,10_nia_court_high court_delhi high,"['nia', 'court', 'high court', 'delhi high', 'high', 'pil', 'seeking', 'probe', 'pil seeking', 'rejects']","['Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi. https://t.co/FnMWGh6rJJ', 'Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
11,37,11_mantar_jantar mantar_jantar_live,"['mantar', 'jantar mantar', 'jantar', 'live', 'https', 'protest', 'cjp', 'cjp protest', 'dipke', 'watch']","[""Dr @Swamy39\nCJP Jantar Mantar Protest Live Updates: 'Heard their demands, will get back to them' - Nadda after 2-hour meet with CJP🔴🔴\n@jagdishshetty @ArvindChaturved\n https://t.co/Lto1DKkGkW"", 'LIVE: Delhi Police Press Meet On CJP Protest At Jantar Mantar | V6 News\nhttps://t.co/ieivWW5OVF', 'LIVE: Delhi Police Press Meet On CJP Protest At Jantar Mantar | V6 News\nhttps://t.co/dbR7yqx5x8']"
12,29,12_mantar_jantar mantar_jantar_cjp,"['mantar', 'jantar mantar', 'jantar', 'cjp', 'agitation', 'cjp calls', 'cjp announced', 'das', 'end', 'assurances']","['BIG BREAKING: CJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\n#CJP #JantarMantar #Protest #AbhijeetDipke #DharmendraPradhan #Resignation #BreakingNews #IndianPolitics #PoliticalNews #IndiaNews #LatestNews #Politics #Delhi https://t.co/psXNC1Z1yI', 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज https://t.co/rnbwnauQCk']"
13,28,13_cjp protest_protest https_protest_cjp,"['cjp protest', 'protest https', 'protest', 'cjp', 'https', 'best', 'reality', 'real', 'reel', 'gave']","['Real Face of CJP Protest.\n\nhttps://t.co/gY0XStW7rF', 'A Sikh brother has totally exposed the real face of CJP protest\n\n•\u2060  \u2060the protest is no more about interests of students \n•\u2060  \u2060\u2060everyone is baking their own rotis \n•\u2060  \u2060\u2060not even 20% are students in the CJP protest\n\nSlowly everyone will understand the real motive of https://t.co/4tZuSX2km2', 'Again from cjp protest -  https://t.co/HIE7kbaJxe']"
14,27,14_dipke_abhijeet_abhijeet dipke_founder,"['dipke', 'abhijeet', 'abhijeet dipke', 'founder', 'cjp founder', 'founder abhijeet', 'cockroach', 'cockroach janta', 'janta party', 'janta']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will https://t.co/a2CCJwJmKj', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police https://t.co/wfgfDoZVHb"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest\n\nDelhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters.\n\nA large gathering of people joined the demonstration, https://t.co/TvNDQpiKSO']"
15,27,15_cockroach_party_party cjp_paper,"['cockroach', 'party', 'party cjp', 'paper', 'education minister', 'cockroach janta', 'janta', 'janta party', 'neet paper', 'minister']","[""CJP Keeps Pressure on Centre, Seeks Education Minister's Resignation\n\nNew Delhi, July 24, 2026\n\nThe Cockroach Janta Party (CJP) has intensified its campaign over the NEET paper leak issue, maintaining that Education Minister Dharmendra Pradhan must resign or be removed from https://t.co/91c20Ur1YG"", 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak.\n\n📸@msikku153 #shadqureshi https://t.co/vxOTDiVSQO', 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026.\n\n📸  : Shashi Shekhar Kashyap https://t.co/uTO7lc5ZKo']"
16,25,16_cockroachjantaparty protest_sonamwangchuk cjp_modi delhi_dharmendrapradhan sonamwangchuk,"['cockroachjantaparty protest', 'sonamwangchuk cjp', 'modi delhi', 'dharmendrapradhan sonamwangchuk', 'protest india', 'dharmendrapradhan', 'cockroachjantaparty', 'sonamwangchuk', 'abhijeetdipke', 'genzwithbharat']","['Gorlllss \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/Ba1yDkzHeh', ""It's awareness. \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar"", 'Creativity \n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar']"
17,25,17_guns_use_used_injuries,"['guns', 'use', 'used', 'injuries', 'https', 'tear gas', 'seeks', 'gas', 'tear', 'inside']","['""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I https://t.co/330g23FFnV', 'Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns.\n\nWho is accountable for the pellet injuries?\n\nTune in for more in this report.\n\n#NEETPaperLeakCase #StudentProtest #Education #Delhi #JantarMantar https://t.co/obXZrrrNDc', ""Rahul Gandhi shows student's wounds on camera, claims pellet guns used during Jantar Mantar protest\nhttps://t.co/ySuME2oJUh""]"
18,24,18_demands_accepted_protesters_return home,"['demands', 'accepted', 'protesters', 'return home', 'home', 'met', 'protesters return', 'government', 'return', 'calls protest']","['#WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/g85le8y7M7', 'CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/a8KeB8OnQq', '#BREAKINGNEWS | \n#CJP calls off its protest with immediate effect after the third round of talks with the government. \nAt a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.\n\n#NEETPAPERLEAK https://t.co/86M78aN3RG']"
19,22,19_abuse_modi_muslim_exposed,"['abuse', 'modi', 'muslim', 'exposed', 'man', 'har', 'caught', 'indian', 'fraud', 'joined']","['CRPF personnel has completely exposed the entire CJP protest.\n\nHe is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful.\n\nI was deeply moved by what he said, and I believe every Indian should listen to him and understand his https://t.co/W3h9NGegAj', 'He joined CJP protest to speak against NEET paper leak. But when he saw people abusing Modi ji, he confronted them.\n\nHe told them this protest is against NEET paper leak not against Modi ji. They called him Andhbhakt, lynched him.\n\nNow he is in serious condition.\n\n#DelhiViolence https://t.co/0NFniTZ8JW', 'He joined CJP protest to speak against NEET paper leak \n\nbut when he saw people abusing Modi ji, he confronted them.\n\nHe told them this protest is against NEET paper leak not against Modi ji\n\nThey called him Andhbhakt, lynched him.\n\nNow he is in serious condition!. https://t.co/1JxEu6RGRo']"
20,22,20_police_delhi police_violence_murder,"['police', 'delhi police', 'violence', 'murder', 'case', 'protest violence', 'charge', 'firs', '15 firs', 'attempt murder']","['Delhi Cops Add Attempt To Murder Charge In CJP Protest Violence Case\nhttps://t.co/v4Y9SsGqyz https://t.co/u1zJRn7rJU', 'Violence During CJP Protest: Delhi Police Registers 15 FIRs, Attempt to Murder Charge Added\n#DelhiPolice #CJP #StudentProtests #Violence #LawAndOrder #NEET #BreakingNews #Delhi\n@DelhiPolice\nhttps://t.co/Vl59WmqaFB', 'Violence During CJP Protest: Delhi Police Registers 15 FIRs, Attempt to Murder Charge Added.']"
