Topic,Count,Name,Representation,Representative_Docs
9,40,9_food_water_food water_sealed,"['food', 'water', 'food water', 'sealed', 'security', 'arrangements', 'barricaded', 'heavy', 'sourav', 'carrying']","['Delhi: CJP spokesperson Saurav Das sat on a dharna after alleging that Delhi Police stopped food and water supplies at the protest site. He says, ""Access to clean water and food is a basic human right. Is Delhi Police trying to deprive people of food and water? Delhi Police', 'VIDEO | Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site. (Full video available on PTI Videos -', 'VIDEO | Jantar Mantar Protest: ""Food and water being stopped\', says CJP spokesperson Saurav Das in heated argument with Delhi Police. JantarMantarProtest CJP (Full video available on PTI Videos -']"
10,33,10_nia_seeking_probe_pil,"['nia', 'seeking', 'probe', 'pil', 'delhi high', 'court', 'high court', 'rejects', 'high', 'plea']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
11,29,11_founder_cjp founder_founder abhijeet_abhijeet dipke,"['founder', 'cjp founder', 'founder abhijeet', 'abhijeet dipke', 'abhijeet', 'dipke', 'diagnosed', 'dipke says', 'venue', 'vijeta']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
12,25,12_recognition_facial recognition_facial_identified,"['recognition', 'facial recognition', 'facial', 'identified', 'criminal', 'frs', '400', 'ai', 'identify', 'criminals']","['The Delhi Police deployed AI-powered Facial Recognition System (FRS) units during a recent student-led protest organized by the Cockroach Janta Party (CJP) at Jantar Mantar in New Delhi, resulting in the real-time flagging of over 2,500 individuals with criminal records.', 'Big News: Delhi Police, using Facial Recognition System cameras identified over 2,000 individuals with criminal records who had gathered at Jantar Mantar. Out of them, 450+ were history-sheeters. That says a lot about who chose to join the protest.', ""Responding to Delhi Police's claim that its Facial Recognition System (FRS) identified over 2,000 people with criminal backgrounds at the Jantar Mantar protest, Cockroach Janta Party National Spokesperson Ashutosh Ranka said the party would release its own list of police""]"
13,24,13_wangchuk_sonam wangchuk_sonam_hospital,"['wangchuk', 'sonam wangchuk', 'sonam', 'hospital', 'hunger strike', 'hunger', 'strike', 'ended', 'safdarjung hospital', 'fast']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
14,23,14_15 firs_firs registered_registered_firs,"['15 firs', 'firs registered', 'registered', 'firs', '15', 'attempt', 'police sources', 'protest violence', 'police personnel', 'connection']","['Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', ""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
15,23,15_cockroachjantaparty protest_modi delhi_dharmendrapradhan sonamwangchuk_sonamwangchuk cjp,"['cockroachjantaparty protest', 'modi delhi', 'dharmendrapradhan sonamwangchuk', 'sonamwangchuk cjp', 'protest india', 'genz jantarmantar', 'genzwithbharat', 'sonamwangchuk', 'cockroachjantaparty', 'abhijeetdipke']","[""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar"", 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', 'Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar']"
16,19,16_demands accepted_ranka says_accepted_ashutosh ranka,"['demands accepted', 'ranka says', 'accepted', 'ashutosh ranka', 'ashutosh', 'ranka', 'spokesperson ashutosh', 'says demands', 'cjp spokesperson', 'delegation government']","['VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
17,19,17_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'injuries', 'use cjp', 'guns used', 'body', 'seeks', 'hurt']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
18,18,18_cockroaches_ram_pieces_saar,"['cockroaches', 'ram', 'pieces', 'saar', 'india broken', 'minister modi', 'openly', 'cleared', 'ho', 'broken']","['A remark made by a participant at the recent Cockroach Janta Party (CJP) protest in Delhi has triggered widespread outrage online. In a viral video, a man identifying himself as a Delhi High Court lawyer was asked whether he would object if India were broken into seven pieces.', 'American terrorist Gurpatwant Singh Pannun claims that he had a zoom meeting with cockroach Janata party leaders. ""SFJ will provide nearly ₹10 crore to CJP to help break India into smaller pieces."" He further said that the fall of Delhi and Modi is invitable. He said that the', ""Nisarga Adhikary, the 19-year-old cybersecurity researcher whose disclosures about CBSE's On-Screen Marking (OSM) portal fed into this year's series of controversies around exams, on Friday join at the Cockroach Janata Party (CJP) protest at Jantar Mantar in Delhi. CJPProtest""]"
19,17,19_protesters return_called protest_demands met_return home,"['protesters return', 'called protest', 'demands met', 'return home', 'met', 'home peacefully', 'urged protesters', 'reached cjp', 'delhi sides', 'protest immediate']","['BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK', 'CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.']"
20,17,20_cctv_footage_cctv footage_released,"['cctv', 'footage', 'cctv footage', 'released', 'police released', 'vandalism', 'footage shows', 'shows', 'janpath', 'barricades']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
21,16,21_actress_links_offered_woman cjp,"['actress', 'links', 'offered', 'woman cjp', 'investigate', 'suspicious', 'threatening', 'woman', 'nepal', 'turn']","['This woman at the CJP protest is threatening to turn Delhi into Nepal. She looks suspicious. must investigate her links. From', 'ACTRESS AKANKSHA PURI. ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a', '🚨 ACTRESS AKANKSHA PURI - ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is']"
22,16,22_jamia_detained_returning_police stop,"['jamia', 'detained', 'returning', 'police stop', 'night', 'stop', 'muslim', 'receiving', 'names', 'urge']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
23,16,23_surveillance_court_police force_pil delhi,"['surveillance', 'court', 'police force', 'pil delhi', 'excessive', 'students protesting', 'monday', 'supreme', 'supreme court', 'delhi high']","['CJP protest: SupremeCourt to take up petitions against ‘excessive’ use of police force on Monday Court agreed to take up on Monday two petitions alleging excessive_use of police force across India against students protesting against exam paper leaks.', 'New Delhi: Legal services organisation Software Freedom Law Center, India on Friday moved the Delhi High Court against the suspension of mobile internet services in parts of Central Delhi amid the ongoing CJP-led protest at JantarMantar against NEET paper leak and alleged', 'More than two months after CJI Surya Kant\'s ""cockroach"" remark inadvertently gave rise to the CJP, Supreme Court agrees to hear two petitions alleging police excesses against students protesting NEET paper leak and other irregularities']"
24,15,24_fact check_fact_inspector_misinformation,"['fact check', 'fact', 'inspector', 'misinformation', 'false', 'claims', 'check', 'deepfake', 'alert', 'social media']","['BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police will hold a press conference to address alleged misinformation and false reports circulating on social media regarding the ongoing CJP protest at Jantar Mantar. DCP Central Rohit Rajbir Singh will brief the media and provide clarification on the claims and', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for']"
25,15,25_plan_cjp member_member_ki,"['plan', 'cjp member', 'member', 'ki', 'ex', 'bigger', 'leaked', 'government according', 'sources cjp', 'paper leaks']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
26,13,26_fear_protest peacefully_offers_officers,"['fear', 'protest peacefully', 'offers', 'officers', 'police officers', 'harassment', 'peaceful protest', 'message', 'protests delhi', 'legal']","['Dear students dont get into trap of dirty politics by CJP and other parties. We as a democracy given everyone right to protest peacefully. Delhi Police always stand by peaceful protest. They are the best among others. Do your studies and make your future better. Follow advisories', 'I have a question: if teachers face disciplinary action for hitting students in school, why is no action taken against the police officers in Delhi who beat students, or against those who issued such orders? During the ongoing student protests in Delhi, the police have been', 'Delhi Police officers must exercise restraint and act responsibly while dealing with student protests. Any allegations of excessive force, misconduct, or inappropriate treatment of women protesters should be properly documented and addressed through lawful and transparent']"
27,13,27_delivery_boy_burgers_orders,"['delivery', 'boy', 'burgers', 'orders', 'food', 'drinks', 'little', 'delivered', 'zomato', 'ordered']","['One little kid came to the CJP protest to sell food and earn money to feed his family, but some CJP supporters threw it away, causing him a loss of ₹1,000. He was standing there crying, but then one kind man came, gave him ₹2,000, and requested that he go home. These', 'Delhi: Amid the CJP protest near Jantar Mantar, a pizza delivery boy was allegedly surrounded by a crowd at Tolstoy Marg. A viral video shows people taking pizzas from his bike while the delivery worker was caught in the middle of the chaos. He reportedly suffered an injury to', 'A delivery boy shares shocking details of the crowd present at the CJP protest, at Jantar Mantar. He states that he delivered at least 10 food orders in a single day, to cockroaches supporting the CJP. Each and everyone was ordered and funded from a foreign country like Germany,']"
28,13,28_mainstream_world_delhi india_thank,"['mainstream', 'world', 'delhi india', 'thank', 'picture', 'common people', 'mainstream media', 'supporting cjp', 'common', 'respect']","['Thank you world for showing the real picture of India. Mainstream media is sold out (to Moti) or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏']"
29,13,29_215_custody_intelligence inputs_inputs,"['215', 'custody', 'intelligence inputs', 'inputs', 'preventive', 'criminal records', 'intelligence', 'records', 'disruption', '250']","['Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.']"
30,13,30_liquor_shops_delhi liquor_restricted,"['liquor', 'shops', 'delhi liquor', 'restricted', 'weekend', 'areas', 'close', 'protest internet', 'blinkit', 'amid cjp']","['Delhi liquor shops to close by 8 pm over weekend amid CJP protest at Jantar Mantar', 'The Delhi Traffic Police has advised ride-hailing, food delivery, quick-commerce, logistics, and e-commerce platforms to regulate operations in areas under Section 163 BNSS restrictions due to the ongoing CJP protest. Emergency services will continue to operate without', 'Liquor shops across Delhi will close at 8 pm, two hours earlier than the usual 10 pm, over the weekend amid the ongoing Cockroach Janta Party (CJP) protest at Jantar Mantar over the alleged NEET-UG 2026 paper leak. According to a senior Delhi government official, the decision']"
31,12,31_assurances_agitation govt_announced end_cjp announced,"['assurances', 'agitation govt', 'announced end', 'cjp announced', 'end', 'agitation', 'announces', 'announced', 'breaking cjp', 'तर_म']","['BIG BREAKING: CJP has announced to END the Jantar Mantar agitation after Govt assurances. CJP JantarMantar Protest AbhijeetDipke DharmendraPradhan Resignation BreakingNews IndianPolitics PoliticalNews IndiaNews LatestNews Politics Delhi', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज']"
32,12,32_constable_handed_singh_support students,"['constable', 'handed', 'singh', 'support students', 'fraud', 'fraud cjp', 'solidarity ongoing', 'ongoing student', 'policeman', 'support']","['EXPOSING THE FRAUD AT THE CJP PROTEST! Abhijeet Dipke just pulled off the biggest fraud of his career today. He staged a massive drama, claiming an active Uttarakhand Police constable was resigning from his job to support their protest. Here is the REALITY: 👇 -Sher Singh was', ""BREAKING ; Police constable Sher Singh handed over his resignation to Abhijeet Deepakat Jantar Mantar, Extends Support to Students' Protest Uttarakhand Police constable Sher Singh handed over his resignation to Abhijeet Deepak expressing solidarity with the ongoing student"", ""BREAKING ; Police constable Sher Singh handed over his resignation to Abhijeet Deepakat Jantar Mantar, Extends Support to Students' Protest Expressing solidarity with the ongoing student movement. delhi JantarMantar CJP cockroachjantaparty""]"
