Topic,Count,Name,Representation,Representative_Docs
9,50,9_police_recognition_facial recognition_facial,"['police', 'recognition', 'facial recognition', 'facial', 'criminal', 'delhi police', 'identified', 'criminals', 'frs', 'criminal records']","['Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed https://t.co/eI8csRNQdR', 'BIG EXPOSE | CJP Protest\n\n250 criminals visited Protest \nThey created riot like situation \n\nDelhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site.\n\nSources claim many of them were present to fuel violence and create a riot-like https://t.co/keh0ruQurD', 'BIG EXPOSE | CJP Protest\n\n250 criminals visited Protest \nThey created riot like situation \n\nDelhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site.\n\nSources claim many of them were present to fuel violence and create a riot-like https://t.co/69QfmaZaMc']"
10,37,10_mantar_jantar mantar_jantar_live,"['mantar', 'jantar mantar', 'jantar', 'live', 'https', 'cjp protest', 'protest', 'cjp', 'dipke', 'watch']","['EPSIODE:1 | Black Day For Indian Democracy 💔🥲 | CJP PROTEST | Abhijeet Dipke | CJP Protest Jantar Mantar | Delhi Protest | 20th July 2026 | CJP latest News | Priyanshu Rai \n\n#facts #abhijeetdipke #cjp #cjpprotest #delhiprotest #jantarmantar #cjp2026 #priyanshurai https://t.co/Uvu7Qw8UV9', 'Dr @Swamy39\nCJP Jantar Mantar Protest Live Updates: Round 2 of talks, Centre, CJP representatives meet amid student protests🔴🔴\n@jagdishshetty\n https://t.co/Lto1DKleau', '☀Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site.\n\n☀AI deepfake video of Union Minister Piyush Goyal circulating on social media. Govt says many links taken down.\n\n☀Dipke posts: Have been diagnosed with https://t.co/fMgrtxXTx3']"
11,43,11_food_police_water_mantar,"['food', 'police', 'water', 'mantar', 'jantar mantar', 'jantar', 'delhi police', 'security', 'delhi', 'cjp']","[""No food, no water? #DelhiPolice advisory asks app-based mobility, food delivery, quick-commerce and logistics companies to regulate or suspend services in #JantarMantar area, #CJP says govt wants to 'lay siege' to student protest site\nhttps://t.co/suJPXuFB9H"", 'VIDEO | Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site.\n\n(Full video  available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/mbg7pNdlKh', 'VIDEO | Jantar Mantar Protest: ""Food and water being stopped\', says CJP spokesperson Saurav Das in heated argument with Delhi Police.\n\n#JantarMantarProtest #CJP\n\n(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/JDrzIUjhdO']"
12,41,12_modi_ji_modi ji_bjp,"['modi', 'ji', 'modi ji', 'bjp', 'narendra modi', 'narendra', 'modi govt', 'shah', 'protest', 'cjp']","['Did PM Modi and HM Amit Shah lose to the CJP?\n\nMy answer is no.\n\nThe BJP only takes a step back when it needs to move 10 steps forward. The Cockroach Janata Party was completely hijacked, gradually infiltrated by extremist organizations, leftist ideology, and the Deep State. They https://t.co/Dcfvt90bRi', '@Sanjay_Dixit 1. Kishan Protest \n2. Shaheen Bagh \n3. Delhi Riots \nNow CJP .\n\nI  feel Modi is done now . he needs to pass the baton to Amit Shah ji and Yogi ji .\n\nResignation is not wrong but the timing is wrong and he  ultimately surrenders to streets not genuine students 🙏', 'During peaceful UGC protest of Savarn Hindus : \n&gt; Ajeet Bharti was house arrested. \n&gt; Ruchi Tiwari was dragged on roads.\n&gt; BJP govt remained silent.\n\nDuring violant protest of CJP &amp; Bhim Army : \n&gt; CJP leaders were invited.\n&gt; Narendra Modi responded. \n&gt; Dharmendra Pradhan https://t.co/6V4HxdfX9x']"
13,42,13_nia_court_high court_delhi high,"['nia', 'court', 'high court', 'delhi high', 'high', 'pil', 'seeking', 'probe', 'pil seeking', 'rejects']","['#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', '#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', '#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
14,31,14_https_jantarmantar_delhi cjp_neet,"['https', 'jantarmantar', 'delhi cjp', 'neet', 'delhi', 'cjp', 'protest', 'cjpprotest', 'jantarmantar protest', 'video']","['Who Entered The NEET Protest Crowd?\n\n#jantarmantar #cjpprotest #cjp #delhi #delhiprotest #jantarmantarprotest #neet #dharmendrapradhan #sonamwangchuk #paperLeak #studentprotest #rahulgandhi https://t.co/4ToPXWEwjp', '@Cockroachisback 📢 The Prime Minister is standing with students.\n\n》NEET Topper backs PM Modi’s (@narendramodi) assurance and expresses confidence in reforms to safeguard the integrity of NEET\n\n》The real NEET QUALIFIED Students who shown there support protest against paper leak now they saying https://t.co/S4zP1NWIUp', ""CJP, BJP பேச்சுவார்த்தை தோல்வியா? Modi Resign Demand? CJP's Explosive Announcement Over NEET Protest | CM Vijay | Journalist Kavitha interview \n\n#NEET #JantarMandar #CJPProtest #CJP #Modi #delhi #JPNadda #delhiprotest #BANNEET #CMVijay\u200c #TVKVijay\u200cFails #Arakalagam https://t.co/d7RQ1Znen0""]"
15,29,15_jantar mantar_mantar_jantar_agitation,"['jantar mantar', 'mantar', 'jantar', 'agitation', 'cjp', 'cjp calls', 'cjp announced', 'das', 'assurances', 'end']","[""CJP Jantar Mantar Protest Live Updates: 'We withdraw agitation in good faith,' say CJP leaders at joint presser with Centre\n https://t.co/wiuPAf1UFc\nDownload the TOI app now:\nhttps://t.co/Av4VWorOpx"", 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂\n\nCJP has announced to END the Jantar Mantar agitation after Govt assurances.\n\nFinally, Delhi will breathe free 🇮🇳\n\n#DharmendraPradhan #RestorePeace\n#TimeToEndProtest \n#NEETExamProtest\n#जंतर_मंतर_ब्रेकिंग_न्यूज https://t.co/rnbwnauQCk']"
16,25,16_cockroachjantaparty protest_sonamwangchuk cjp_modi delhi_dharmendrapradhan sonamwangchuk,"['cockroachjantaparty protest', 'sonamwangchuk cjp', 'modi delhi', 'dharmendrapradhan sonamwangchuk', 'protest india', 'dharmendrapradhan', 'cockroachjantaparty', 'sonamwangchuk', 'abhijeetdipke', 'genzwithbharat']","['Gorlllss \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/u6DwQMBSs2', ""It's awareness. \n\n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar"", 'Creativity \n#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar']"
17,28,17_cjp protest_protest https_protest_best,"['cjp protest', 'protest https', 'protest', 'best', 'cjp', 'https', 'reality', 'real', 'reel', 'gave']","['Never thought that this scene will ever come true from Reel life to Real life !!😂\n\nCJP protest in a nut shell.🔥 https://t.co/YEgwAtfPBL', 'The best video of the CJP protest so far. \n\nYou might be able to fool Gen Z, but an older person cannot be manipulated like that. https://t.co/3Izalpw9Ay', 'This kid is literally becoming a nightmare for left Liberals 🔥\n\nHe is EXPOSING CJP Protest left right and centre with deep research 🔥\n\nLiberals tried to silence him by copyright strike but now he’s ROASTING them at 10x speed.\n\nMore power to him 🙌🔥 https://t.co/ohkpE6nK3K']"
18,35,18_police_delhi police_lathi charge_lathi,"['police', 'delhi police', 'lathi charge', 'lathi', 'charge', 'delhi', 'mantar', 'jantar mantar', 'jantar', 'personnel']","['A Delhi Police officer was attacked by a crowd of 200–300 people at Jantar Mantar.\n\nFor the last two days, attacks like this have continued. These CJP protesters are the ones creating chaos and disturbing the law and order situation.\n\nShame on Abhijeet Dipke 🤬 https://t.co/u71Z9pz8NW', 'BREAKING | \n\nDelhi Police Cracks Down on Misinformation Amid CJP Protest\n\nDelhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar.\n\n▪️ No woman died during the July 20 https://t.co/nC3Gry1GYc', '#BREAKING: Several cops injured in fresh violence near Jantar Mantar protest site in New Delhi. Mob snatched baton sticks of cops and RAF and attacked police personnel. Situation not fully under control yet. https://t.co/V2jbF14ogF']"
19,24,19_demands_accepted_return home_home,"['demands', 'accepted', 'return home', 'home', 'protesters', 'met', 'protesters return', 'return', 'calls protest', 'government']","['CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/a8KeB8OnQq', '#WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/g85le8y7M7', '#BREAKINGNEWS | \n#CJP calls off its protest with immediate effect after the third round of talks with the government. \nAt a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.\n\n#NEETPAPERLEAK https://t.co/86M78aN3RG']"
20,30,20_riots_farmers_farmers protest_republic,"['riots', 'farmers', 'farmers protest', 'republic', 'delhi riots', 'shaheen', 'shaheen bagh', 'bagh', 'winning', 'republic day']","['Republic TV at 8:00 AM: 🇺🇸Soros and deep agents are behind the Delhi protest\n\nRepublic TV at 2:00 PM: 🇨🇳China is scripting regime change in India via the Delhi protest\n\nRepublic TV at 7:00 PM: 🇧🇩Bangladesh is funding the protest https://t.co/DoPIf4f1zr', ""@republic Can you put these videos on a dedicated web-page?  Else Global Tech will gradually scrub them away.\n\nThis is evidence.\n\nFarmers protest - security forces hurt: no real penalty on rioters.\n\nDelhi Riots - same\n\nCJP riots - must ensure there's accountability\n\n@PMOIndia @HMOIndia"", '🚨Beware India !!  Deep State Conspiracy ! \nGeorge Soros has Destroyed 40+Countries in the World ! \n\n🚨Now He wants to Destroy India And Some Traitors of India are Helping him in his Project ! \n\n➡️ 2019 -  Anti-CAA Riots ! \n➡️ 2020 - Delhi Riots ! \n➡️ 2021 -  Farmer Protests ! https://t.co/mzaaBHJEZE']"
21,25,21_guns_use_used_injuries,"['guns', 'use', 'used', 'injuries', 'seeks', 'tear gas', 'tear', 'inside', 'gas', 'rahul']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns.\n\nWho is accountable for the pellet injuries?\n\nTune in for more in this report.\n\n#NEETPaperLeakCase #StudentProtest #Education #Delhi #JantarMantar https://t.co/obXZrrrNDc', '#Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a https://t.co/LbQN6xm7lI', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I https://t.co/330g23FFnV']"
22,21,22_delhi police_needs_police_2026,"['delhi police', 'needs', 'police', '2026', 'caste', 'samrat', 'file fir', 'people supporting', 'delhi', 'deserve']","['@Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her', '@UnSubtleDesi @Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her', '@Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her']"
23,27,23_dipke_abhijeet_abhijeet dipke_founder,"['dipke', 'abhijeet', 'abhijeet dipke', 'founder', 'cjp founder', 'founder abhijeet', 'cockroach', 'diagnosed', 'cockroach janta', 'janta']","[""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police https://t.co/wfgfDoZVHb"", ""New Delhi: Cockroach Janta Party (#CJP) founder #AbhijeetDipke on Saturday said he had been diagnosed with typhoid but vowed that his illness would not slow the movement seeking Union Education Minister #DharmendraPradhan's resignation. I\n\nhttps://t.co/gxlxfIbjs1"", '🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will https://t.co/a2CCJwJmKj']"
24,27,24_cockroach_party_party cjp_paper,"['cockroach', 'party', 'party cjp', 'paper', 'education minister', 'neet paper', 'cockroach janta', 'janta', 'janta party', 'minister']","[""#InPics | People gathered in Kolkata in solidarity with the Cockroach Janta Party's (CJP) protest at Jantar Mantar in New Delhi, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination paper leaks https://t.co/YeR3RxqtTH"", 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026.\n\n📸  : Shashi Shekhar Kashyap https://t.co/uTO7lc5ZKo', 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak.\n\n📸@msikku153 #shadqureshi https://t.co/vxOTDiVSQO']"
25,22,25_murder_delhi police_violence_police,"['murder', 'delhi police', 'violence', 'police', 'case', 'protest violence', 'charge', 'firs', '15 firs', 'attempt murder']","['Delhi Cops Add Attempt To Murder Charge In CJP Protest Violence Case\nhttps://t.co/v4Y9SsGqyz https://t.co/u1zJRn7rJU', 'Delhi Police Add Attempted Murder Charge in FIR Over July 20 NEET Protest Violence   KNOW MORE:  https://t.co/GMkIHmq2dc\n\n@DelhiPolice \n\nDelhi Police have added an attempted murder charge to an FIR over the July 20 protest violence near Parliament, alleging attacks on security', 'Violence During CJP Protest: Delhi Police Registers 15 FIRs, Attempt to Murder Charge Added\n#DelhiPolice #CJP #StudentProtests #Violence #LawAndOrder #NEET #BreakingNews #Delhi\n@DelhiPolice\nhttps://t.co/Vl59WmqaFB']"
26,22,26_abuse_modi_muslim_exposed,"['abuse', 'modi', 'muslim', 'exposed', 'caught', 'har', 'man', 'fraud', 'indian', 'joined']","['🚨 Biggest fraud caught red-handed:\n\nHe was roaming at the CJP protest becoming fake priest and eating with a Muslim from the same plate and defaming Hinduism.\n\nNow some Hindu kings caught him and asked him to recite the Gayatri Mantra, but he was unable to answer it and simply https://t.co/mydCL4cz88', 'CRPF personnel has completely exposed the entire CJP protest.\n\nHe is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful.\n\nI was deeply moved by what he said, and I believe every Indian should listen to him and understand his https://t.co/ZwAhG9soj1', 'CRPF personnel has completely exposed the entire CJP protest.\n\nHe is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful.\n\nI was deeply moved by what he said, and I believe every Indian should listen to him and understand his https://t.co/W3h9NGegAj']"
