Topic,Count,Name,Representation,Representative_Docs
9,33,9_nia_seeking_probe_pil,"['nia', 'seeking', 'probe', 'pil', 'delhi high', 'court', 'high court', 'rejects', 'high', 'plea']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
10,31,10_game_modi govt_wrong_strong,"['game', 'modi govt', 'wrong', 'strong', 'tn', 'step', '360', 'gov', 'losing', 'feel']","['Did PM Modi and HM Amit Shah lose to the CJP? My answer is no. The BJP only takes a step back when it needs to move 10 steps forward. The Cockroach Janata Party was completely hijacked, gradually infiltrated by extremist organizations, leftist ideology, and the Deep State. They', 'BIG BUZZ 🤯 Strong reports say Modi Govt may take an UNEXPECTED step to end the CJP protest. Some speculate the sudden 360° shift is linked to fresh intelligence inputs. All eyes on Delhi now 🇮🇳 ModiGovt CJPProtest BreakingNews India Politics', '1. Kishan Protest 2. Shaheen Bagh 3. Delhi Riots Now CJP . I feel Modi is done now . he needs to pass the baton to Amit Shah ji and Yogi ji . Resignation is not wrong but the timing is wrong and he ultimately surrenders to streets not genuine students 🙏']"
11,30,11_passports_cancelled_involved_ruckus,"['passports', 'cancelled', 'involved', 'ruckus', 'creating', 'stand', 'sad', 'ashamed', 'abused pm', 'creating ruckus']","[""Remember Ramdev Baba's protest against corruption in 2011? - Police fired tear gas at the sleeping protesters - Lathicharged them in the midnight - SC took suo motu & lashed Congress due to extreme violence On the other side, Modi govt allowed CJP protesters to peacefully"", 'Delhi Police dropping the hammer🔥 PTI reports: Passports of those DIRECTLY involved in vi0£ence during CJP protest may be CANCELLED. CCTV, videos & evidence being used to identify ri0ters. No more hiding abroad after creating chaos at home. Actions have consequences. And pls', 'These miscreants needs belt treatment from delhi police asap, enough is enough there’s huge difference between creating ruckus and protesting, everybody knows that the CJP protest has been already hijacked and what’s going on DELHI POLICE LATH BAJAO !! 🔥']"
12,27,12_resign_protest dharmendra_pradhan resign_karnataka,"['resign', 'protest dharmendra', 'pradhan resign', 'karnataka', 'educational', 'announcement', 'complete', 'reform', 'era', 'cjp_प cjp']","['Important announcement 📣 CJP will mobilize across India before returning to Delhi for our next big protest. Dharmendra Pradhan must resign! CockroachJantaParty CJP AbhijitDipke delhi', ""CJP, BJP பேச்சுவார்த்தை தோல்வியா? Modi Resign Demand? CJP's Explosive Announcement Over NEET Protest | CM Vijay | Journalist Kavitha interview NEET JantarMandar CJPProtest CJP Modi delhi JPNadda delhiprotest BANNEET CMVijay\u200c TVKVijay\u200cFails Arakalagam"", ""Breaking 📢📢 IB source told to Govt of Bharat that Terrorist have planing to Burn entire Bharat and Delhi Sepcialy Target to 15 of August in the name of Peaceful protest. That's y Dharmendra Pradhan has resigned. cjp Dharmendrapradhan neet bjp istandwithpm""]"
13,24,13_2026_march_july 2026_proposed,"['2026', 'march', 'july 2026', 'proposed', 'july 27', 'ongoing students', 'july', '27', 'join ongoing', 'farmers']","[""BKU (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted. cjp cjpprotest"", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted."", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted.""]"
14,24,14_wangchuk_sonam wangchuk_sonam_hospital,"['wangchuk', 'sonam wangchuk', 'sonam', 'hospital', 'hunger strike', 'hunger', 'strike', 'ended', 'safdarjung hospital', 'fast']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
15,24,15_founder_founder abhijeet_cjp founder_dipke,"['founder', 'founder abhijeet', 'cjp founder', 'dipke', 'abhijeet dipke', 'abhijeet', 'diagnosed', 'dipke says', 'venue', 'son']","[""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", '🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
16,22,16_cockroachjantaparty protest_dharmendrapradhan sonamwangchuk_sonamwangchuk cjp_modi delhi,"['cockroachjantaparty protest', 'dharmendrapradhan sonamwangchuk', 'sonamwangchuk cjp', 'modi delhi', 'protest india', 'genz jantarmantar', 'genzwithbharat', 'sonamwangchuk', 'cockroachjantaparty', 'abhijeetdipke']","['Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', 'Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', ""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar""]"
17,22,17_15 firs_firs registered_registered_15,"['15 firs', 'firs registered', 'registered', '15', 'firs', 'attempt', 'police sources', 'protest violence', 'police personnel', 'connection']","[""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
18,21,18_barricaded_sealed_heavy_security,"['barricaded', 'sealed', 'heavy', 'security', 'protest continues', 'continues', 'deployed', 'arrangements', 'barricades', 'authorities']","[""🚨 WATCH | CJP Protest Jantar Mantar, Delhi 🚨 ➡️Protesters at Delhi's Jantar Mantar are being prevented from entering the protest site. ➡️Students have started a sit-in protest right outside the venue. ➡️A heavy police force has been deployed there. ➡️Amidst the rain, the"", 'VIDEO | Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site. (Full video available on PTI Videos -', '☀Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site. ☀AI deepfake video of Union Minister Piyush Goyal circulating on social media. Govt says many links taken down. ☀Dipke posts: Have been diagnosed with']"
19,19,19_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'injuries', 'use cjp', 'guns used', 'body', 'seeks', 'hurt']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
20,19,20_resignation union_examination_delhi july_paper,"['resignation union', 'examination', 'delhi july', 'paper', 'fast track', 'education minister', 'set', 'demanding resignation', 'paper leak', 'leaks']","[""CJP Keeps Pressure on Centre, Seeks Education Minister's Resignation New Delhi, July 24, 2026 The Cockroach Janta Party (CJP) has intensified its campaign over the NEET paper leak issue, maintaining that Education Minister Dharmendra Pradhan must resign or be removed from"", 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak. 📸 shadqureshi', 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026. 📸 : Shashi Shekhar Kashyap']"
21,19,21_demands accepted_accepted_ashutosh ranka_ashutosh,"['demands accepted', 'accepted', 'ashutosh ranka', 'ashutosh', 'ranka', 'ranka says', 'spokesperson ashutosh', 'cjp spokesperson', 'says demands', 'delegation government']","['Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
22,18,22_dahiya_opposition parties_accountable_ncp,"['dahiya', 'opposition parties', 'accountable', 'ncp', 'yeh', 'genuine students', 'parties', 'single', 'faced', 'vijeta dahiya']","['BRAVE GIRL 🔥 : You said CJP has nothing to do with politics. But entire protest is politicised. VIJETA DAHIYA : Listen to me 🤯 GIRL : This issue is no longer about students. You never talk about policy reforms. All you need is resignation.', 'CJP is no more a student protest but a political protest sponsored by AAP, Congress and other opposition parties. Majority are voters of opposition parties and have Anti social background. Delhi police needs to treat this as Law and Order problem', 'Delhi: When asked whether opposition parties hijacked the ongoing protest, former CJP spokesperson Vijeta Dahiya says, ""It\'s not as if we are a political party. The CJP is unregistered, just like the RSS. This is a people\'s movement, a youth movement. We ourselves invited them.']"
23,18,23_cctv_footage_released_police released,"['cctv', 'footage', 'released', 'police released', 'footage shows', 'vandalism', 'shows', 'janpath', 'barricades', 'stone']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
24,17,24_jamia_detained_returning_muslim,"['jamia', 'detained', 'returning', 'muslim', 'gate', 'names', 'receiving', 'young students', 'urge', 'night']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
25,16,25_protesters return_called protest_return home_home peacefully,"['protesters return', 'called protest', 'return home', 'home peacefully', 'delhi sides', 'reached cjp', 'urged protesters', 'calls protest', 'protest immediate', 'cjp called']","['BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK', 'CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.']"
26,16,26_actress_links_offered_woman cjp,"['actress', 'links', 'offered', 'woman cjp', 'investigate', 'suspicious', 'threatening', 'woman', 'people supporting', 'caste']","['This woman at the CJP protest is threatening to turn Delhi into Nepal. She looks suspicious. must investigate her links. From', 'ACTRESS AKANKSHA PURI. ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a', '🚨 ACTRESS AKANKSHA PURI - ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is']"
27,16,27_fact check_fact_inspector_misinformation,"['fact check', 'fact', 'inspector', 'misinformation', 'false', 'claims', 'check', 'deepfake', 'alert', 'social media']","['BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for', 'Delhi Police will hold a press conference to address alleged misinformation and false reports circulating on social media regarding the ongoing CJP protest at Jantar Mantar. DCP Central Rohit Rajbir Singh will brief the media and provide clarification on the claims and']"
28,15,28_plan_cjp member_member_ki,"['plan', 'cjp member', 'member', 'ki', 'ex', 'bigger', 'leaked', 'government according', 'sources cjp', 'paper leaks']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
29,13,29_delivery_boy_burgers_orders,"['delivery', 'boy', 'burgers', 'orders', 'food', 'drinks', 'little', 'delivered', 'zomato', 'ordered']","['One little kid came to the CJP protest to sell food and earn money to feed his family, but some CJP supporters threw it away, causing him a loss of ₹1,000. He was standing there crying, but then one kind man came, gave him ₹2,000, and requested that he go home. These', 'Delhi: Amid the CJP protest near Jantar Mantar, a pizza delivery boy was allegedly surrounded by a crowd at Tolstoy Marg. A viral video shows people taking pizzas from his bike while the delivery worker was caught in the middle of the chaos. He reportedly suffered an injury to', 'A delivery boy shares shocking details of the crowd present at the CJP protest, at Jantar Mantar. He states that he delivered at least 10 food orders in a single day, to cockroaches supporting the CJP. Each and everyone was ordered and funded from a foreign country like Germany,']"
30,13,30_mainstream_world_delhi india_common people,"['mainstream', 'world', 'delhi india', 'common people', 'picture', 'thank', 'mainstream media', 'supporting cjp', 'respect', 'common']","['Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out (to Moti) or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏']"
31,13,31_moved_shaheen bagh_shaheen_bagh,"['moved', 'shaheen bagh', 'shaheen', 'bagh', 'began', 'half', 'accurate', 'deployed jantar', 'word', 'currently']","['Jantar Mantar Updates : CJP has built a sanctum santorum kind of set-up to enter their protest site on Sansad Marg. There is atleast half a km long queue. It feels like tirupati somehow. Idiotic. They have no way to know what is happening outside their temple set-up. People', 'CRPF personnel has completely exposed the entire CJP protest. He is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful. I was deeply moved by what he said, and I believe every Indian should listen to him and understand his', 'CRPF personnel has completely exposed the entire CJP protest. He is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful. I was deeply moved by what he said, and I believe every Indian should listen to him and understand his']"
32,12,32_cockroaches_ram_minister modi_saar,"['cockroaches', 'ram', 'minister modi', 'saar', 'openly', 'cleared', 'ho', 'protestor', 'ab', 'chanted']","['Aur cockroaches, Ab tumhara ho gya ho toh kya ab hum General/OBC vale reservation hatane ke liye protest kar le?? CJP JantarMantar Delhi StudentsProtest', 'This MCD cockroach Abhijit is demanding an apology from the Delhi Police for doing their duty, during which many officers were nearly killed by CJP goons. Modi Ji you should post a video tonight stating that the government will not entertain this demand and warning that if', '""Bas Naam Rahega Allah Ka"" is chanted openly from the CJP stage, yet a man writing ""Ram-Ram"" says he was threatened by cockroaches. Manish Pal, who writes ""Ram-Ram"" on grains of rice, alleges: ""The cockroaches told me, Ram\'s name won\'t be allowed here."" Love for ""Allah,""']"
33,12,33_assurances_agitation govt_announced end_cjp announced,"['assurances', 'agitation govt', 'announced end', 'cjp announced', 'end', 'agitation', 'protest politics', 'announces', 'announced', 'breaking cjp']","['BIG BREAKING: CJP has announced to END the Jantar Mantar agitation after Govt assurances. CJP JantarMantar Protest AbhijeetDipke DharmendraPradhan Resignation BreakingNews IndianPolitics PoliticalNews IndiaNews LatestNews Politics Delhi', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज']"
34,12,34_liquor_shops_delhi liquor_restricted,"['liquor', 'shops', 'delhi liquor', 'restricted', 'weekend', 'blinkit', 'protest internet', 'close', 'amid cjp', 'limit']","['Delhi liquor shops to shut at 8 pm over the weekend amid student protests 🪳✊ CJP Protest Live Updates ➠ 📋', 'Delhi liquor shops to close by 8 pm over weekend amid CJP protest at Jantar Mantar', 'Liquor shops across Delhi will close at 8 pm, two hours earlier than the usual 10 pm, over the weekend amid the ongoing Cockroach Janta Party (CJP) protest at Jantar Mantar over the alleged NEET-UG 2026 paper leak. According to a senior Delhi government official, the decision']"
