Topic,Count,Name,Representation,Representative_Docs
9,43,9_party protest_cjp said_protest asked_continues protest,"['party protest', 'cjp said', 'protest asked', 'continues protest', 'protest going', 'party cjp', 'bjp came', '20 protest', 'protest underway', 'janata party']","['Watch | Delhi Police held a press conference on the ongoing Cockroach Janata Party (CJP) protest. DCP Central Rohit Rajbir Singh said, ""Our investigation has revealed that some social media accounts operated from Pakistan are spreading fake content related to the protest. So', 'WATCH | Delhi: On the misleading and false information related to Jantar Mantar protest, DCP Central Rohit Rajbir Singh says, ""A protest has been going on at Jantar Mantar for the past several weeks by the Cockroach Janata Party... Information on social media goes viral very', '🚨 NewsAlert | Delhi Police held a press conference regarding the ongoing Cockroach Janata Party (CJP) protest. 📌 DCP Central Rohit Rajbir Singh said, ""For the past several weeks, the Cockroach Janata Party (CJP) protest has been underway at Jantar Mantar. Information spreads']"
10,38,10_protesters delhi_delhi police_breaking delhi_protest probe,"['protesters delhi', 'delhi police', 'breaking delhi', 'protest probe', 'fuel violence', 'police used', 'police', 'police deployed', 'mantar protest', 'riot like']","['BIG EXPOSE | CJP Protest 250 criminals visited Protest They created riot like situation Delhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site. Sources claim many of them were present to fuel violence and create a riot-like', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.']"
11,33,11_agitation govt_protesters_calls protest_protest breaking,"['agitation govt', 'protesters', 'calls protest', 'protest breaking', 'called protest', 'protest politics', 'protest immediate', 'urged protesters', 'protest government', 'breakingnews']","['CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK']"
12,33,12_cjp protest_protest jantar_breaking delhi_protest sansad,"['cjp protest', 'protest jantar', 'breaking delhi', 'protest sansad', 'delhi breaking', 'filed delhi', 'cjp_प cjp_ह', 'protest read', 'protest govt', 'cjp parliament']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
13,29,13_protest arnab_month protest_congress delhi_activist,"['protest arnab', 'month protest', 'congress delhi', 'activist', 'government cjp', 'party cjp', 'cjp पर', 'leak protest', 'post cjp', 'cjp meet']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
14,24,14_protest live_delhi protesting_delhi today_protest sonam,"['protest live', 'delhi protesting', 'delhi today', 'protest sonam', 'live news', 'activist', 'crackdown', 'shiv sena', 'clashes', 'activist sonam']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
15,23,15_violence cjp_cjp parliament_protest case_story cjp,"['violence cjp', 'cjp parliament', 'protest case', 'story cjp', 'incident delhi', 'protest probe', 'protest really', 'charge cjp', '20 protest', 'protest violence']","[""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
16,23,16_cjp protest_protest cjp_protest india_protest delhi,"['cjp protest', 'protest cjp', 'protest india', 'protest delhi', 'india cjp', 'cockroachjantaparty protest', 'protest', 'day protest', 'modi', 'bjp']","['Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', ""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar"", 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar']"
17,19,17_talks cjp_cjp insists_breakingnews indianews_cjp spokesperson,"['talks cjp', 'cjp insists', 'breakingnews indianews', 'cjp spokesperson', 'cjp leader', 'video delhi', 'national protest', 'government cjp', 'delhi speaking', 'protest immediate']","['VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
18,19,18_cjp protester_protester_controversy_delhi protesters,"['cjp protester', 'protester', 'controversy', 'delhi protesters', 'rahul gandhi', 'protest went', 'delhicjpprotest', 'protesters allege', 'delhi demands', 'rahul']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
19,18,19_protestor_protest reaches_delhi yesterday_janata party,"['protestor', 'protest reaches', 'delhi yesterday', 'janata party', 'problem india', 'india broken', 'delhi studentsprotest', 'goons modi', 'leave delhi', 'modi']","['A remark made by a participant at the recent Cockroach Janta Party (CJP) protest in Delhi has triggered widespread outrage online. In a viral video, a man identifying himself as a Delhi High Court lawyer was asked whether he would object if India were broken into seven pieces.', 'American terrorist Gurpatwant Singh Pannun claims that he had a zoom meeting with cockroach Janata party leaders. ""SFJ will provide nearly ₹10 crore to CJP to help break India into smaller pieces."" He further said that the fall of Delhi and Modi is invitable. He said that the', ""Nisarga Adhikary, the 19-year-old cybersecurity researcher whose disclosures about CBSE's On-Screen Marking (OSM) portal fed into this year's series of controversies around exams, on Friday join at the Cockroach Janata Party (CJP) protest at Jantar Mantar in Delhi. CJPProtest""]"
20,17,20_protest held_protest national_protest movement_cjp supporters,"['protest held', 'protest national', 'protest movement', 'cjp supporters', '20 protest', 'protest organized', 'cjp goons', 'protest turned', 'protest videos', 'supporters delhi']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
21,16,21_protest happening_going protest_protest taking_incident delhi,"['protest happening', 'going protest', 'protest taking', 'incident delhi', 'crackdown protest', '20th protest', 'food protest', 'protest wtf', 'peaceful protest', 'delhi cops']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
22,16,22_protest delhi_protest jantar_cjp protest_protest cjp,"['protest delhi', 'protest jantar', 'cjp protest', 'protest cjp', 'protests', 'protesters', 'protest', 'delhi', 'mantar protest', 'cjp_ह']","['This woman at the CJP protest is threatening to turn Delhi into Nepal. She looks suspicious. must investigate her links. From', '🚨 ACTRESS AKANKSHA PURI - ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is', 'ACTRESS AKANKSHA PURI. ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a']"
23,16,23_cjp protests_protesting_protest site_protest video,"['cjp protests', 'protesting', 'protest site', 'protest video', 'protest police', 'protest centre', 'delhipolice cjp', 'protesting neet', 'police force', 'action police']","['CJP protest: SupremeCourt to take up petitions against ‘excessive’ use of police force on Monday Court agreed to take up on Monday two petitions alleging excessive_use of police force across India against students protesting against exam paper leaks.', 'New Delhi: Legal services organisation Software Freedom Law Center, India on Friday moved the Delhi High Court against the suspension of mobile internet services in parts of Central Delhi amid the ongoing CJP-led protest at JantarMantar against NEET paper leak and alleged', 'More than two months after CJI Surya Kant\'s ""cockroach"" remark inadvertently gave rise to the CJP, Supreme Court agrees to hear two petitions alleging police excesses against students protesting NEET paper leak and other irregularities']"
24,15,24_fake protest_protest related_filed delhi_delhi police,"['fake protest', 'protest related', 'filed delhi', 'delhi police', 'went viral', 'unrest', 'viral video', 'video shared', 'viral jantar', 'occurred']","['BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for', 'Delhi Police will hold a press conference to address alleged misinformation and false reports circulating on social media regarding the ongoing CJP protest at Jantar Mantar. DCP Central Rohit Rajbir Singh will brief the media and provide clarification on the claims and']"
25,15,25_protest uttar_bjp came_protest wangchuk_protest taken,"['protest uttar', 'bjp came', 'protest wangchuk', 'protest taken', 'bigger protest', 'cjp aap', 'opinion', 'comments people', 'aap', 'uttar pradesh']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
