Topic,Count,Name,Representation,Representative_Docs
9,33,9_nia_seeking_probe_pil,"['nia', 'seeking', 'probe', 'pil', 'delhi high', 'court', 'high court', 'rejects', 'high', 'plea']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
10,33,10_failure_did_farmers_modi govt,"['failure', 'did', 'farmers', 'modi govt', 'wrong', 'game', 'shah', 'step', 'strong', 'isn']","['Did PM Modi and HM Amit Shah lose to the CJP? My answer is no. The BJP only takes a step back when it needs to move 10 steps forward. The Cockroach Janata Party was completely hijacked, gradually infiltrated by extremist organizations, leftist ideology, and the Deep State. They', 'BIG BUZZ 🤯 Strong reports say Modi Govt may take an UNEXPECTED step to end the CJP protest. Some speculate the sudden 360° shift is linked to fresh intelligence inputs. All eyes on Delhi now 🇮🇳 ModiGovt CJPProtest BreakingNews India Politics', '1. Kishan Protest 2. Shaheen Bagh 3. Delhi Riots Now CJP . I feel Modi is done now . he needs to pass the baton to Amit Shah ji and Yogi ji . Resignation is not wrong but the timing is wrong and he ultimately surrenders to streets not genuine students 🙏']"
11,33,11_breaking cjp_assurances_calls protest_return home,"['breaking cjp', 'assurances', 'calls protest', 'return home', 'called protest', 'protesters return', 'announced end', 'agitation govt', 'cjp calls', 'home']","['CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK']"
12,31,12_18_stations_fourth_delhi metro,"['18', 'stations', 'fourth', 'delhi metro', 'stations remain', '18 delhi', 'metro stations', 'remain shut', 'straight', 'metro']","['18 Delhi Metro stations remain shut for fourth straight day amid CJP protest DelhiMetro Delhi DMRC JantarMantar', 'Eighteen Delhi Metro stations in central Delhi remained closed for the fourth consecutive day on Saturday due to security concerns amid the ongoing CJP-led protest at Jantar Mantar. According to the DMRC, the stations will remain shut from 7:30 am until further notice, while', 'STORY | 18 Delhi Metro stations remain shut for fourth straight day amid CJP protest Eighteen Delhi Metro stations in central Delhi remained closed for the fourth straight day on Saturday due to security concerns amid the ongoing Cockroach Janta Party (CJP) protest near the']"
13,30,13_resign_protest dharmendra_pradhan resign_karnataka,"['resign', 'protest dharmendra', 'pradhan resign', 'karnataka', 'dharmendra pradhan', 'pradhan', 'dharmendra', 'announcement', 'august', 'reform']","['Important announcement 📣 CJP will mobilize across India before returning to Delhi for our next big protest. Dharmendra Pradhan must resign! CockroachJantaParty CJP AbhijitDipke delhi', ""Breaking 📢📢 IB source told to Govt of Bharat that Terrorist have planing to Burn entire Bharat and Delhi Sepcialy Target to 15 of August in the name of Peaceful protest. That's y Dharmendra Pradhan has resigned. cjp Dharmendrapradhan neet bjp istandwithpm"", 'BreakingNews | CJP says they want resignation of Dharmendra Pradhan. CJP claims Govt Ministers said they will reply on this by Saturday afternoon with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:']"
14,29,14_founder_cjp founder_founder abhijeet_abhijeet dipke,"['founder', 'cjp founder', 'founder abhijeet', 'abhijeet dipke', 'dipke', 'abhijeet', 'diagnosed', 'dipke says', 'venue', 'vijeta']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
15,25,15_nahi_ruckus_stand_police say,"['nahi', 'ruckus', 'stand', 'police say', 'creating ruckus', 'acting', 'abused pm', 'creating', 'american', 'abused']","['Mumbai Police mogs Delhi Police every single time! she asks Mumbai Police at Dadar: “protest allowed nahi hai kya?” Mumbai Police: “nahi, par hona chahiye tha”. same protest. same issue. just 2 different police systems', 'These miscreants needs belt treatment from delhi police asap, enough is enough there’s huge difference between creating ruckus and protesting, everybody knows that the CJP protest has been already hijacked and what’s going on DELHI POLICE LATH BAJAO !! 🔥', 'Historic Scenes in Delhi. Modi’s Police blocked Metro Stations to stop people from going to the protest site, but this started troubling regular commuters too. All of them started chanting Vande Matram and Modi teri Taanashahi nahi chalegi in front of his thullas. This nation']"
16,24,16_wangchuk_sonam wangchuk_sonam_hospital,"['wangchuk', 'sonam wangchuk', 'sonam', 'hospital', 'hunger', 'hunger strike', 'strike', 'ended', 'safdarjung hospital', 'fast']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
17,23,17_cockroachjantaparty protest_sonamwangchuk cjp_dharmendrapradhan sonamwangchuk_modi delhi,"['cockroachjantaparty protest', 'sonamwangchuk cjp', 'dharmendrapradhan sonamwangchuk', 'modi delhi', 'protest india', 'genz jantarmantar', 'genzwithbharat', 'sonamwangchuk', 'cockroachjantaparty', 'abhijeetdipke']","['Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', ""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar""]"
18,23,18_15 firs_firs registered_registered_firs,"['15 firs', 'firs registered', 'registered', 'firs', '15', 'attempt', 'police sources', 'protest violence', 'police personnel', 'connection']","['Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', ""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
19,19,19_demands accepted_ranka says_accepted_ashutosh ranka,"['demands accepted', 'ranka says', 'accepted', 'ashutosh ranka', 'ashutosh', 'ranka', 'spokesperson ashutosh', 'cjp spokesperson', 'says demands', 'delegation government']","['VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
20,19,20_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'injuries', 'body', 'use cjp', 'guns used', 'seeks', 'hurt']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
21,18,21_cockroaches_ram_pieces_saar,"['cockroaches', 'ram', 'pieces', 'saar', 'india broken', 'minister modi', 'openly', 'cleared', 'ho', 'broken']","['A remark made by a participant at the recent Cockroach Janta Party (CJP) protest in Delhi has triggered widespread outrage online. In a viral video, a man identifying himself as a Delhi High Court lawyer was asked whether he would object if India were broken into seven pieces.', 'American terrorist Gurpatwant Singh Pannun claims that he had a zoom meeting with cockroach Janata party leaders. ""SFJ will provide nearly ₹10 crore to CJP to help break India into smaller pieces."" He further said that the fall of Delhi and Modi is invitable. He said that the', ""Nisarga Adhikary, the 19-year-old cybersecurity researcher whose disclosures about CBSE's On-Screen Marking (OSM) portal fed into this year's series of controversies around exams, on Friday join at the Cockroach Janata Party (CJP) protest at Jantar Mantar in Delhi. CJPProtest""]"
22,17,22_cctv_footage_cctv footage_released,"['cctv', 'footage', 'cctv footage', 'released', 'police released', 'vandalism', 'footage shows', 'shows', 'janpath', 'barricades']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
23,17,23_paper_examination_delhi july_fast track,"['paper', 'examination', 'delhi july', 'fast track', 'resignation union', 'demanding resignation', 'set', 'paper leak', 'education minister', 'leaks']","[""CJP Keeps Pressure on Centre, Seeks Education Minister's Resignation New Delhi, July 24, 2026 The Cockroach Janta Party (CJP) has intensified its campaign over the NEET paper leak issue, maintaining that Education Minister Dharmendra Pradhan must resign or be removed from"", 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak. 📸 shadqureshi', 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026. 📸 : Shashi Shekhar Kashyap']"
24,17,24_2026_july 27_july 2026_27,"['2026', 'july 27', 'july 2026', '27', 'july', 'march', 'join ongoing', 'farmers', 'delhi farmers', 'capital july']","[""BKU (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted. cjp cjpprotest"", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted."", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted.""]"
25,16,25_actress_links_offered_woman cjp,"['actress', 'links', 'offered', 'woman cjp', 'investigate', 'suspicious', 'threatening', 'woman', 'nepal', 'turn']","['This woman at the CJP protest is threatening to turn Delhi into Nepal. She looks suspicious. must investigate her links. From', '🚨 ACTRESS AKANKSHA PURI - ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is', 'ACTRESS AKANKSHA PURI. ""I was offered money to support CJP and Jantar Mantar Protest. They even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a']"
26,16,26_court_surveillance_police force_pil delhi,"['court', 'surveillance', 'police force', 'pil delhi', 'excessive', 'students protesting', 'monday', 'supreme', 'supreme court', 'delhi high']","['CJP protest: SupremeCourt to take up petitions against ‘excessive’ use of police force on Monday Court agreed to take up on Monday two petitions alleging excessive_use of police force across India against students protesting against exam paper leaks.', 'New Delhi: Legal services organisation Software Freedom Law Center, India on Friday moved the Delhi High Court against the suspension of mobile internet services in parts of Central Delhi amid the ongoing CJP-led protest at JantarMantar against NEET paper leak and alleged', 'More than two months after CJI Surya Kant\'s ""cockroach"" remark inadvertently gave rise to the CJP, Supreme Court agrees to hear two petitions alleging police excesses against students protesting NEET paper leak and other irregularities']"
27,16,27_jamia_detained_returning_police stop,"['jamia', 'detained', 'returning', 'police stop', 'night', 'stop', 'muslim', 'receiving', 'names', 'urge']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
28,15,28_fact check_fact_inspector_misinformation,"['fact check', 'fact', 'inspector', 'misinformation', 'false', 'claims', 'check', 'deepfake', 'social media', 'alert']","['BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police will hold a press conference to address alleged misinformation and false reports circulating on social media regarding the ongoing CJP protest at Jantar Mantar. DCP Central Rohit Rajbir Singh will brief the media and provide clarification on the claims and', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for']"
29,15,29_plan_cjp member_member_ki,"['plan', 'cjp member', 'member', 'ki', 'ex', 'bigger', 'government according', 'leaked', 'sources cjp', 'paper leaks']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
30,15,30_metro_stations_entry_open,"['metro', 'stations', 'entry', 'open', 'rajiv chowk', 'chowk', 'metro stations', 'delhi metro', 'house', 'rajiv']","['Entry gates for Rajiv Chowk, Mandi House and Central Secretariat metro stations are now open: Delhi Metro Rail Corporation 🪳✊ CJP Protest Live Updates ➠ 📋', 'DMRC increased the closure from 17 to 18 central Delhi Metro stations from 7:30 AM today due to the massive CJP paper-leak protest. Entry/exit is shut, but crucial interchanges remain open at Rajiv Chowk, Mandi House, and Central Secretariat.', 'The Delhi Metro Rail Corporation (DMRC) has announced the closure of 18 metro stations from 7:30 AM on Saturday until further notice amid the ongoing CJP-led protest. However, interchange facilities will remain operational at Rajiv Chowk, Mandi House and Central Secretariat for']"
