Topic,Count,Name,Representation,Representative_Docs
9,28,9_founder_cjp founder_founder abhijeet_abhijeet dipke,"['founder', 'cjp founder', 'founder abhijeet', 'abhijeet dipke', 'abhijeet', 'dipke', 'diagnosed', 'dipke says', 'venue', 'vijeta']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
10,27,10_wangchuk_sonam wangchuk_sonam_hospital,"['wangchuk', 'sonam wangchuk', 'sonam', 'hospital', 'hunger', 'hunger strike', 'strike', 'article 370', '370', 'article']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
11,26,11_congress_fear_kerala_protest support,"['congress', 'fear', 'kerala', 'protest support', 'right protest', 'protest peacefully', 'single', 'parties', 'offers', 'democracy']","['I have a question: if teachers face disciplinary action for hitting students in school, why is no action taken against the police officers in Delhi who beat students, or against those who issued such orders? During the ongoing student protests in Delhi, the police have been', 'Dear students dont get into trap of dirty politics by CJP and other parties. We as a democracy given everyone right to protest peacefully. Delhi Police always stand by peaceful protest. They are the best among others. Do your studies and make your future better. Follow advisories', 'Congress in Delhi: “Police brutality! Death of democracy! Students have every right to protest! Resign, Education Minister!” Congress in Kerala: quietly files FIR against 100 people (including a popular rapper) for holding a solidarity protest in support of the exact same cause.']"
12,23,12_cockroachjantaparty protest_neet modi_dharmendrapradhan sonamwangchuk_modi delhi,"['cockroachjantaparty protest', 'neet modi', 'dharmendrapradhan sonamwangchuk', 'modi delhi', 'sonamwangchuk cjp', 'protest india', 'genz jantarmantar', 'genzwithbharat', 'sonamwangchuk', 'cockroachjantaparty']","['Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', 'Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar']"
13,23,13_15 firs_firs registered_registered_firs,"['15 firs', 'firs registered', 'registered', 'firs', '15', 'attempt', 'police sources', 'protest violence', 'police personnel', 'connection']","['Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', ""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
14,23,14_attended cjp_6th_delhi day_attended,"['attended cjp', '6th', 'delhi day', 'attended', 'protestors cjp', 'reality cjp', 'reality', 'protestors', 'people', 'bajrang dal']","['CJP protest Delhi, Day one : 400 protestors. CJP protest Delhi, Day two : 200 protestors. CJP protest Delhi, Day three : 50 protestors. After day fifth only five people will be left at the protest site. 1. Abhijeet Dipke 2. Noodle seller 3. Mike operator 4. One policeman 5.', 'Abhijeet Dipke - 10000 People Attended CJP Protest on 6th July Vijeta Dhaiya: 8000 People Attended CJP Protest on 6th July Mitha Das : 6000 People Attended CJP Protest on 6th July Ashutosh Ranka: 15000 People Attended CJP Protest on 6th July Sonam Wangchuk: 7000 People', 'Arfa Khanum becomes angry while reporting on CJP protest in Delhi ""Over 2-3 crore people follow CJP on Social media yet only 1000-2000 people showed up on protest site today"" - She says with tears in her eyes 😂 1 aur zakhm..']"
15,22,15_cockroaches_ram_pieces_year,"['cockroaches', 'ram', 'pieces', 'year', 'saar', 'portal', '19', 'insult', 'minister modi', 'india broken']","[""Nisarga Adhikary, the 19-year-old cybersecurity researcher whose disclosures about CBSE's On-Screen Marking (OSM) portal fed into this year's series of controversies around exams, on Friday join at the Cockroach Janata Party (CJP) protest at Jantar Mantar in Delhi. CJPProtest"", 'A remark made by a participant at the recent Cockroach Janta Party (CJP) protest in Delhi has triggered widespread outrage online. In a viral video, a man identifying himself as a Delhi High Court lawyer was asked whether he would object if India were broken into seven pieces.', 'American terrorist Gurpatwant Singh Pannun claims that he had a zoom meeting with cockroach Janata party leaders. ""SFJ will provide nearly ₹10 crore to CJP to help break India into smaller pieces."" He further said that the fall of Delhi and Modi is invitable. He said that the']"
16,22,16_recognition_facial recognition_facial_criminal,"['recognition', 'facial recognition', 'facial', 'criminal', 'identified', 'ai', 'frs', 'using facial', 'individuals', '400']","['The Delhi Police deployed AI-powered Facial Recognition System (FRS) units during a recent student-led protest organized by the Cockroach Janta Party (CJP) at Jantar Mantar in New Delhi, resulting in the real-time flagging of over 2,500 individuals with criminal records.', ""Responding to Delhi Police's claim that its Facial Recognition System (FRS) identified over 2,000 people with criminal backgrounds at the Jantar Mantar protest, Cockroach Janta Party National Spokesperson Ashutosh Ranka said the party would release its own list of police"", 'Big News: Delhi Police, using Facial Recognition System cameras identified over 2,000 individuals with criminal records who had gathered at Jantar Mantar. Out of them, 450+ were history-sheeters. That says a lot about who chose to join the protest.']"
17,21,17_protesters return_accepted demands_calls protest_breaking cjp,"['protesters return', 'accepted demands', 'calls protest', 'breaking cjp', 'immediate effect', 'called protest', 'demands met', 'return home', 'met', 'effect']","['CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK']"
18,20,18_father_arrested_junaid_delivery,"['father', 'arrested', 'junaid', 'delivery', 'boy', 'food', 'house', 'burgers', 'brother', 'orders']","['Mohd. Aslam was distributing water bottles at CJP protest. Police came and asked for his adhar card, took his details. At 10 pm, six police officers raided his house. Arrested him with unknown charges. Out of lakhs of protesters, police found only Aslam to punish. Remember it.', 'A delivery boy shares shocking details of the crowd present at the CJP protest, at Jantar Mantar. He states that he delivered at least 10 food orders in a single day, to cockroaches supporting the CJP. Each and everyone was ordered and funded from a foreign country like Germany,', ""> Mohd Junaid is arranging foods and water at CJP protest since day one. > UP police has raided his house, his father and minor brother arrested. > Police also raided his sister's house, tortured and arrested her family. > Let's see how many people form CJP help him.""]"
19,20,19_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'rahul gandhi', 'rahul', 'injuries', 'guns used', 'body', 'use cjp']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
20,19,20_demands accepted_ranka says_ashutosh ranka_ashutosh,"['demands accepted', 'ranka says', 'ashutosh ranka', 'ashutosh', 'ranka', 'spokesperson ashutosh', 'accepted', 'says demands', 'cjp spokesperson', 'delegation government']","['Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
21,19,21_republic_00_news live_tv,"['republic', '00', 'news live', 'tv', 'police press', '07 2026', '24 07', 'protest jantarmantarprotest', 'delhi protests', 'tj360']","['Important announcement from CJP spokespersons about 6th June protest. Assemble at Parliament Street police station at 9am cjp delhi protest jantarmantar trendingnow', 'Republic TV at 8:00 AM: 🇺🇸Soros and deep agents are behind the Delhi protest Republic TV at 2:00 PM: 🇨🇳China is scripting regime change in India via the Delhi protest Republic TV at 7:00 PM: 🇧🇩Bangladesh is funding the protest', 'Watch Full Video on ~ DELHI | CJP PROTEST | பொளக்கப்பட்ட கரப்பான்கள் - Unlimited Fun | TJ360 Delhi | CJP | Tamiljanam360 | TJ360']"
22,19,22_july 27_farmers_ongoing students_27,"['july 27', 'farmers', 'ongoing students', '27', 'join ongoing', '2026', 'delhi farmers', 'abhinay', 'trade', 'kisan']","[""BKU (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted. cjp cjpprotest"", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted."", ""Bharatiya Kisan Union (Ekta Ugrahan) has announced that it will join the ongoing students' protest at Jantar Mantar in Delhi. The farmers' union will march to the national capital on July 27 and has said its members will remain in Delhi until the students' demands are accepted.""]"
23,18,23_jamia_detained_returning_stop,"['jamia', 'detained', 'returning', 'stop', 'police stop', 'night', 'muslim', 'young students', 'detentions', 'receiving']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
24,17,24_cctv_footage_cctv footage_released,"['cctv', 'footage', 'cctv footage', 'released', 'police released', 'vandalism', 'footage shows', 'shows', 'janpath', 'barricades']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
25,16,25_liquor_shops_delhi liquor_restricted,"['liquor', 'shops', 'delhi liquor', 'restricted', 'weekend', 'commerce', 'services', 'internet', 'areas', 'asks']","[""No food, no water? DelhiPolice advisory asks app-based mobility, food delivery, quick-commerce and logistics companies to regulate or suspend services in JantarMantar area, CJP says govt wants to 'lay siege' to student protest site"", 'The Delhi Traffic Police has advised ride-hailing, food delivery, quick-commerce, logistics, and e-commerce platforms to regulate operations in areas under Section 163 BNSS restrictions due to the ongoing CJP protest. Emergency services will continue to operate without', 'Liquor shops across Delhi will close at 8 pm, two hours earlier than the usual 10 pm, over the weekend amid the ongoing Cockroach Janta Party (CJP) protest at Jantar Mantar over the alleged NEET-UG 2026 paper leak. According to a senior Delhi government official, the decision']"
26,15,26_plan_cjp member_member_ki,"['plan', 'cjp member', 'member', 'ki', 'ex', 'bigger', 'government according', 'leaked', 'sources cjp', 'paper leaks']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
27,15,27_fact check_fact_inspector_misinformation,"['fact check', 'fact', 'inspector', 'misinformation', 'false', 'claims', 'check', 'deepfake', 'alert', 'social media']","['BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police will hold a press conference to address alleged misinformation and false reports circulating on social media regarding the ongoing CJP protest at Jantar Mantar. DCP Central Rohit Rajbir Singh will brief the media and provide clarification on the claims and', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for']"
28,15,28_shaheen_shaheen bagh_bagh_began,"['shaheen', 'shaheen bagh', 'bagh', 'began', 'half', 'crowd', 'set', '100', 'june', 'slogans']","['“Modi Government has not seen protests of this kind in Delhi in it’s 12 years in power” Shaheen Bagh was 100× larger than the CJP protest, and it lasted for over 100 days.', 'I said this on the 8th of June. More than a month and a half ago. The CJP protest was the Delhi anti-Hindu Riot playbook and the Jantar Mantar protest site was their version of Shaheen Bagh.', 'Jantar Mantar Updates : CJP has built a sanctum santorum kind of set-up to enter their protest site on Sansad Marg. There is atleast half a km long queue. It feels like tirupati somehow. Idiotic. They have no way to know what is happening outside their temple set-up. People']"
29,13,29_mainstream_world_delhi india_thank,"['mainstream', 'world', 'delhi india', 'thank', 'common people', 'picture', 'mainstream media', 'supporting cjp', 'respect', 'common']","['Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out (to Moti) or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏']"
30,12,30_assurances_agitation govt_announced end_cjp announced,"['assurances', 'agitation govt', 'announced end', 'cjp announced', 'end', 'agitation', 'announces', 'announced', 'breaking cjp', 'तर_म']","['BIG BREAKING: CJP has announced to END the Jantar Mantar agitation after Govt assurances. CJP JantarMantar Protest AbhijeetDipke DharmendraPradhan Resignation BreakingNews IndianPolitics PoliticalNews IndiaNews LatestNews Politics Delhi', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज']"
31,12,31_updates cjp_live updates_live_cjp govt,"['updates cjp', 'live updates', 'live', 'cjp govt', 'pradhan resignation', 'updates', 'round', 'developments', 'resignation non', 'govt talks']","[""CJP Jantar Mantar Protest Live Updates: Round 3 of CJP-govt talks under way after Dharmendra Pradhan's resignation Download the TOI app now:"", ""Delhi NEET Protest LIVE | NTA Sacks 47 Officials; Pradhan's Resignation 'Non-Negotiable' Say Protestors Ahead Of 2nd CJP-Govt Talks On Saturday NEETProtest NTASacks47 DharmendraPradhan SonamWangchuk JantarMantar CJPProtest"", ""CJP Protest News LIVE Updates: CJP-Centre 3rd round of talks today; Pradhan's resignation in focus; Delhi Metro curbs continue & other top developments""]"
32,12,32_215_custody_intelligence inputs_preventive,"['215', 'custody', 'intelligence inputs', 'preventive', 'inputs', 'criminal records', 'intelligence', 'records', 'disruption', '250']","['Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', '🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.']"
