Topic,Count,Name,Representation,Representative_Docs
9,39,9_criminal_identified_recognition_facial recognition,"['criminal', 'identified', 'recognition', 'facial recognition', 'facial', 'records', 'frs', 'criminals', '400', 'custody']","['🚨 BIG BREAKING Delhi Police IDENTIFIED several ""BAD CHARACTERS"" with CRIMINAL records ahead of the CJP protest and took 215 people into PREVENTIVE CUSTODY based on intelligence inputs to PREVENT any law-and-order disruption.', 'BIG EXPOSE | CJP Protest 250 criminals visited Protest They created riot like situation Delhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site. Sources claim many of them were present to fuel violence and create a riot-like', 'BIG EXPOSE | CJP Protest 250 criminals visited Protest They created riot like situation Delhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site. Sources claim many of them were present to fuel violence and create a riot-like']"
10,37,10_injured_15 firs_firs registered_registered,"['injured', '15 firs', 'firs registered', 'registered', 'firs', '15', 'attempt', 'protest violence', 'police sources', 'police personnel']","[""130 police personnel, 65 students injured; 15 FIRs registered in connection with CJP's July 20 protest, say Delhi police sources Read Story | CJP July20Protest DelhiPolice PolicePersonnel StudentInjured FIRs"", 'Delhi Police sources say 130 police personnel and 65 students were injured during the July 20 CJP protest. A total of 15 FIRs have been registered in connection with the incident. Delhi CJP Protest DelhiPolice Students NewsUpdate OI', 'Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed']"
11,32,11_nia_seeking_probe_pil,"['nia', 'seeking', 'probe', 'pil', 'delhi high', 'high court', 'court', 'high', 'rejects', 'plea']","['BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.', 'BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.']"
12,28,12_wangchuk_sonam wangchuk_sonam_hospital,"['wangchuk', 'sonam wangchuk', 'sonam', 'hospital', 'hunger', 'hunger strike', 'strike', 'ended', 'article 370', '370']","['A video showing activist Sonam Wangchuk inside Delhi\'s Safdarjung Hospital has gone viral, capturing moments after he was shifted there from the Jantar Mantar protest site during his hunger strike. The footage shows Wangchuk confronting a police officer and alleging ""harassment""', ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar"", ""A day after Sonam Wangchuk ended his 26-day hunger strike, the protest at Delhi's Jantar Mantar continues. Protesters remain gathered at the site, as the CJP presses ahead with its demands, including the resignation of Union Education Minister Dharmendra Pradhan. JantarMantar""]"
13,25,13_founder_cjp founder_founder abhijeet_dipke,"['founder', 'cjp founder', 'founder abhijeet', 'dipke', 'abhijeet dipke', 'abhijeet', 'diagnosed', 'dipke says', 'venue', 'delhi cockroach']","['🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will', ""Delhi: Cockroach Janta Party (CJP) founder Abhijeet Dipke broke down in tears at the Jantar Mantar protest site during the ongoing demonstration following activist Sonam Wangchuk's removal from the venue by the Delhi Police"", 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest Delhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters. A large gathering of people joined the demonstration,']"
14,24,14_spokesperson ashutosh_ranka says_ashutosh ranka_demands accepted,"['spokesperson ashutosh', 'ranka says', 'ashutosh ranka', 'demands accepted', 'ashutosh', 'ranka', 'accepted', 'delhi talks', 'delegation government', 'cjp spokesperson']","['Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.” NEETIssue', 'VIDEO | Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withraw the protest with immediate effect.” (Full video', 'Delhi: After talks between the CJP delegation and the government, during a joint press conference, CJP spokesperson Ashutosh Ranka says, “All our demands have been accepted. We request the protestors to peacefully withdraw the protest with immediate effect.”']"
15,23,15_cockroachjantaparty protest_sonamwangchuk cjp_dharmendrapradhan sonamwangchuk_modi delhi,"['cockroachjantaparty protest', 'sonamwangchuk cjp', 'dharmendrapradhan sonamwangchuk', 'modi delhi', 'protest india', 'genz jantarmantar', 'genzwithbharat', 'sonamwangchuk', 'cockroachjantaparty', 'abhijeetdipke']","['Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar', ""It's awareness. GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar"", 'Creativity GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar']"
16,21,16_food_father_junaid_arrested,"['food', 'father', 'junaid', 'arrested', 'delivery', 'boy', 'house', 'brother', 'burgers', 'orders']","['Mohd. Aslam was distributing water bottles at CJP protest. Police came and asked for his adhar card, took his details. At 10 pm, six police officers raided his house. Arrested him with unknown charges. Out of lakhs of protesters, police found only Aslam to punish. Remember it.', 'A delivery boy shares shocking details of the crowd present at the CJP protest, at Jantar Mantar. He states that he delivered at least 10 food orders in a single day, to cockroaches supporting the CJP. Each and everyone was ordered and funded from a foreign country like Germany,', ""> Mohd Junaid is arranging foods and water at CJP protest since day one. > UP police has raided his house, his father and minor brother arrested. > Police also raided his sister's house, tortured and arrested her family. > Let's see how many people form CJP help him.""]"
17,20,17_delhi july_resignation union_neet paper_demanding,"['delhi july', 'resignation union', 'neet paper', 'demanding', 'examination', 'paper', 'july 24', 'union education', 'minister dharmendra', 'education minister']","[""InPics | People gathered in Kolkata in solidarity with the Cockroach Janta Party's (CJP) protest at Jantar Mantar in New Delhi, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination paper leaks"", 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak. 📸 shadqureshi', 'Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026. 📸 : Shashi Shekhar Kashyap']"
18,20,18_pellet_pellet guns_guns_use,"['pellet', 'pellet guns', 'guns', 'use', 'rahul', 'rahul gandhi', 'injuries', 'guns used', 'body', 'use cjp']","['Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns. Who is accountable for the pellet injuries? Tune in for more in this report. NEETPaperLeakCase StudentProtest Education Delhi JantarMantar', 'Quickplainers | On July 20, police used lathis and tear gas on those who marched from Jantar Mantar toward Parliament over NEET exam paper leaks. At least 3 people showed pellet wounds, including one who may lose his eyesight. Delhi Police has denied using pellet guns, but a', '""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I']"
19,18,19_protesters return_met_demands met_return home,"['protesters return', 'met', 'demands met', 'return home', 'called protest', 'home peacefully', 'delhi sides', 'reached cjp', 'urged protesters', 'protest immediate']","['BREAKINGNEWS | CJP calls off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. NEETPAPERLEAK', 'CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.', 'WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.']"
20,17,20_cctv_footage_cctv footage_released,"['cctv', 'footage', 'cctv footage', 'released', 'police released', 'footage shows', 'vandalism', 'shows', 'janpath', 'barricades']","['CJP Protest: Delhi Police has released CCTV footages showing incidents of stone pelting & vandalism at multiple locations across the national capital during the July 20 protest. The videos capture damage to public property and clashes at several sites.', 'CCTV Footage Shows Barricades Being Breached Before Parliament March Delhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament. According to the police, the breach led to a', '🚨BREAKING 🚨DELHI Delhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital. According to police, the footage forms part of the ongoing investigation into the violence. cjp protest']"
21,17,21_jamia_detained_returning_police stop,"['jamia', 'detained', 'returning', 'police stop', 'night', 'stop', 'muslim', 'gate', 'names', 'receiving']","['A source told The Observer Post that Delhi Police personnel were allegedly stopping young men near Gate No. 2 of Jamia Millia Islamia Metro Station and recording their names on a ""detained persons"" form on Friday. According to the source, two police personnel without visible', ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest"", ""We're receiving multiple reports of students being randomly picked up from the streets while heading to or returning from Jantar Mantar and being detained. We urge Delhi Police to stop these arbitrary detentions and the harassment of young students. Joining peaceful protest""]"
22,16,22_thank_world_mainstream_delhi india,"['thank', 'world', 'mainstream', 'delhi india', 'common people', 'picture', 'mainstream media', 'supporting cjp', 'real', 'respect']","['Thank you world for showing the real picture of India. Mainstream media is sold out (to Moti) or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏', 'Thank you world for showing the real picture of India. Mainstream media is sold out or spineless. We common people now depend on you and social media. Keep supporting the CJP protest at JantarMantar, New Delhi and across India World🙏']"
23,15,23_plan_cjp member_member_ki,"['plan', 'cjp member', 'member', 'ki', 'ex', 'bigger', 'leaked', 'government according', 'sources cjp', 'paper leaks']","[""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the"", ""As per sources, a former CJP member who was expelled from the CJP protest leaked CJP's future plan after being expelled. The plan reportedly reached the government. According to the ex-CJP member, there was a much bigger plan behind the CJP protest. They wanted to expand the""]"
24,15,24_cockroaches_london_ram_minister modi,"['cockroaches', 'london', 'ram', 'minister modi', 'saar', 'openly', 'cleared', 'ho', 'protestor', 'reaches']","['Aur cockroaches, Ab tumhara ho gya ho toh kya ab hum General/OBC vale reservation hatane ke liye protest kar le?? CJP JantarMantar Delhi StudentsProtest', 'This MCD cockroach Abhijit is demanding an apology from the Delhi Police for doing their duty, during which many officers were nearly killed by CJP goons. Modi Ji you should post a video tonight stating that the government will not entertain this demand and warning that if', '""Bas Naam Rahega Allah Ka"" is chanted openly from the CJP stage, yet a man writing ""Ram-Ram"" says he was threatened by cockroaches. Manish Pal, who writes ""Ram-Ram"" on grains of rice, alleges: ""The cockroaches told me, Ram\'s name won\'t be allowed here."" Love for ""Allah,""']"
25,15,25_minister nadda_union education_education minister_union,"['minister nadda', 'union education', 'education minister', 'union', 'visuals', 'minister', 'visuals jantar', 'dharmendra pradhan', 'union minister', 'resignation union']","[""WATCH | Delhi: Earlier visuals from Jantar Mantar, where CJP (Cockroach Janta Party) is continuing its protest over the demand of Union Education Minister Dharmendra Pradhan's resignation. In a latest development, Dharmendra Pradhan has resigned from his post."", ""CJP Submits Demand Charter to Union Minister J.P. Nadda | WNN ➡️ CJP has submitted a formal letter to Union Minister J.P. Nadda regarding the ongoing Jantar Mantar protest. ➡️ The organisation has demanded Education Minister Dharmendra Pradhan's resignation, ₹1 crore"", ""CJP Submits Demand Charter to Union Minister J.P. Nadda | WNN ➡️ CJP has submitted a formal letter to Union Minister J.P. Nadda regarding the ongoing Jantar Mantar protest. ➡️ The organisation has demanded Education Minister Dharmendra Pradhan's resignation, ₹1 crore""]"
26,14,26_fact check_fact_inspector_check,"['fact check', 'fact', 'inspector', 'check', 'deepfake', 'claims', 'viral', 'alert', 'false', 'woman']","[""FAKE NEWS ALERT! The 'Fact Check' of 's video by is FALSE. Here is Fact Check of the False 'Fact Check' by the , & Claim : Delhi Police claims this videoof police carrying batons fitted with nails is not related to"", 'BREAKING | Delhi Police Cracks Down on Misinformation Amid CJP Protest Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar. ▪️ No woman died during the July 20', 'Delhi Police has claimed that Pakistan-operated social media accounts circulated AI-generated content, deepfake videos and edited visuals related to the ongoing CJP protest. According to DCP Central Rohit Rajbir Singh, over 400 such handles have been identified and blocked for']"
27,12,27_assurances_agitation govt_announced end_cjp announced,"['assurances', 'agitation govt', 'announced end', 'cjp announced', 'end', 'agitation', 'announces', 'announced', 'breaking cjp', 'तर_म']","['BIG BREAKING: CJP has announced to END the Jantar Mantar agitation after Govt assurances. CJP JantarMantar Protest AbhijeetDipke DharmendraPradhan Resignation BreakingNews IndianPolitics PoliticalNews IndiaNews LatestNews Politics Delhi', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज', 'CJP calls off protest but now their politics will start 😂 CJP has announced to END the Jantar Mantar agitation after Govt assurances. Finally, Delhi will breathe free 🇮🇳 DharmendraPradhan RestorePeace TimeToEndProtest NEETExamProtest जंतर_मंतर_ब्रेकिंग_न्यूज']"
28,12,28_shaheen_shaheen bagh_bagh_half,"['shaheen', 'shaheen bagh', 'bagh', 'half', 'deployed jantar', 'accurate', 'word', 'currently', 'powerful', 'deeply']","['Jantar Mantar Updates : CJP has built a sanctum santorum kind of set-up to enter their protest site on Sansad Marg. There is atleast half a km long queue. It feels like tirupati somehow. Idiotic. They have no way to know what is happening outside their temple set-up. People', 'CRPF personnel has completely exposed the entire CJP protest. He is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful. I was deeply moved by what he said, and I believe every Indian should listen to him and understand his', 'CRPF personnel has completely exposed the entire CJP protest. He is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful. I was deeply moved by what he said, and I believe every Indian should listen to him and understand his']"
