Topic,Count,Name,Representation,Representative_Docs
17,20,17_police_mantar_jantar_lathi,"['police', 'mantar', 'jantar', 'lathi', 'near', 'me', 'regal', 'charge', 'was', 'were']","['#WATCH | Delhi: Head Constable Balram, who was injured during the CJP protest yesterday, says, ""I was on protest duty, crossing the road from Parliament Street near the Regal Building. A crowd was following me. Someone stabbed me from behind, causing a lot of bleeding. I was then https://t.co/CM0HfrSBjO', '""They grabbed me... thrashed me badly. I have a 7-inch head wound and a fractured hand.""\n\u200b\nA Delhi Police personnel posted near Tolstoy Road recounts the brutal attack by a crowd of 3,000–4,000 during the Jantar Mantar protest.\n\n\u200b=&gt; Are these really NEET aspirants? Is this what a', 'Delhi Police were just patrolling peacefully at Jantar Mantar, but behind them some protesters were trying to provoke them.\n\nThey were chanting ""Delhi Police hay hay,"" and some were even shouting that the police doing a lathi charge, even though they were not.\n\nThis is the https://t.co/EwgLd1XrB6']"
18,20,18_farmers_failure_riots_deal,"['farmers', 'failure', 'riots', 'deal', 'republic', 'to', 'indiaus', 'soros', 'trade', 'will']","[""@republic Can you put these videos on a dedicated web-page?  Else Global Tech will gradually scrub them away.\n\nThis is evidence.\n\nFarmers protest - security forces hurt: no real penalty on rioters.\n\nDelhi Riots - same\n\nCJP riots - must ensure there's accountability\n\n@PMOIndia @HMOIndia"", ""@amitmalviya Sir to be very true and blunt. Home ministry is a total failure in Delhi. Whether it's Farmers protest, CAA or this CJP. HMO allowed them to grow the protest by ignoring them. Innocent people are suffering cause of HMOs failure to control delhi."", '@MumbaichaDon Farmers were coming to Delhi after 27th Jul to support CJP. Everybody knew this entire protest was funded to create nepal n bangldesh situation in India. Whn same hpnd in shaheen bagh, farmers protest why gov was nt ready for this. This is a gov failure, it will now bcom a trend']"
19,20,19_demands_accepted_off_protesters,"['demands', 'accepted', 'off', 'protesters', 'been', 'home', 'after', 'urged', 'met', 'effect']","['#BREAKINGNEWS | \n#CJP calls off its protest with immediate effect after the third round of talks with the government. \nAt a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully.\n\n#NEETPAPERLEAK https://t.co/86M78aN3RG', '#WATCH | CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/g85le8y7M7', 'CJP has called off its protest with immediate effect after the third round of talks with the government. At a joint press conference in New Delhi, both sides confirmed an agreement had been reached, and CJP urged protesters to return home peacefully. https://t.co/a8KeB8OnQq']"
20,19,20_needs_officecmbihar_biharpolice_casessame,"['needs', 'officecmbihar', 'biharpolice', 'casessame', 'implicated', 'kanchanyadav000', 'bjp4bihar', 'caste', 'police', 'samrat']","['@UnSubtleDesi @Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her', '@Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her', '@Kanchanyadav000 says general caste deserve to be implicated in false cases,same people are supporting anarchy of CJP protest in Delhi \n@BJP4Bihar @samrat @officecmbihar @bihar_police needs to file an FIR against her']"
21,19,21_pellet_gun_guns_use,"['pellet', 'gun', 'guns', 'use', 'injuries', 'seeks', 'rahul', 'wounds', 'pellets', 'gandhi']","['""When I went to the CJP protest, I never expected I\'d be shot [by a pellet gun]. I thought pellet guns were used only in Kashmir. I had gone to take part in the march to Parliament. Amid the tear gas shelling during the clash between protesters and police near Jantar Mantar, I https://t.co/330g23FFnV', 'Safdarjung Hospital case sheet on a CJP protester says ""pellet shards stuck to skin"" &amp; darkened wounds — contradicting Delhi Police\'s denial of pellet gun use at the July 20 Jantar Mantar protest over NEET irregularities. #CJPProtest #JantarMantar #NEET #DelhiPolice https://t.co/49ROmVrLMW', 'Pellet gun controversy at the CJP protest | Protesters allege a pellet gun attack, while Delhi Police deny using pellet guns.\n\nWho is accountable for the pellet injuries?\n\nTune in for more in this report.\n\n#NEETPaperLeakCase #StudentProtest #Education #Delhi #JantarMantar https://t.co/obXZrrrNDc']"
22,18,22_dipke_abhijeet_founder_cockroach,"['dipke', 'abhijeet', 'founder', 'cockroach', 'party', 'janta', 'gt', 'typhoid', 'diagnosed', 'his']","['Delhi: Abhijeet Dipke, founder of the Cockroach Janta Party (CJP), has just ended his hunger strike at Jantar Mantar. https://t.co/UpTFgkdOkf', 'Abhijeet Dipke Reaches Jantar Mantar, Large Crowds Gather for CJP Protest\n\nDelhi: The Cockroach Janta Party (CJP) protest got underway at Jantar Mantar as founder Abhijeet Dipke arrived at the venue and addressed supporters.\n\nA large gathering of people joined the demonstration, https://t.co/TvNDQpiKSO', '🎥 | Cockroach Janta Party (CJP) founder Abhijeet Dipke on Saturday shared an update on his health, saying he has been diagnosed with typhoid. Despite his illness, he asserted that the nationwide protests demanding the resignation of Union Minister Dharmendra Pradhan will https://t.co/a2CCJwJmKj']"
23,17,23_cockroach_janta_party_education,"['cockroach', 'janta', 'party', 'education', 'resignation', 'minister', 'dharmendra', 'new', 'paper', 'pradhan']","['Cockroach Janta Party (CJP) supporters, and Volunteers protest seeking resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and NEET paper leak in New Delhi on July 24, 2026.\n\n📸  : Shashi Shekhar Kashyap https://t.co/uTO7lc5ZKo', ""#InPics | People gathered in Kolkata in solidarity with the Cockroach Janta Party's (CJP) protest at Jantar Mantar in New Delhi, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination paper leaks https://t.co/YeR3RxqtTH"", 'Supporters of the Cockroach Janata Party (CJP) protest at Jantar Mantar in New Delhi on July 22, 2026, demanding the resignation of Union Education Minister Dharmendra Pradhan over alleged examination irregularities and the NEET paper leak.\n\n📸@msikku153 #shadqureshi https://t.co/vxOTDiVSQO']"
24,16,24_recognition_facial_system_criminal,"['recognition', 'facial', 'system', 'criminal', 'frs', 'identified', 'individuals', '400', 'identify', 'cameras']","[""Responding to Delhi Police's claim that its Facial Recognition System (FRS) identified over 2,000 people with criminal backgrounds at the Jantar Mantar protest, Cockroach Janta Party National Spokesperson Ashutosh Ranka said the party would release its own list of police https://t.co/oUvVFLrLYB"", 'Big News: Delhi Police, using Facial Recognition System cameras identified over 2,000 individuals with criminal records who had gathered at Jantar Mantar. Out of them, 450+ were history-sheeters.\n\nThat says a lot about who chose to join the protest. https://t.co/m9Fh1ZRpaU', 'Delhi police flags 400 people with criminal records near CJP protest using facial recognition system‼️‼️⁉️']"
25,16,25_murder_charge_violence_case,"['murder', 'charge', 'violence', 'case', 'attempt', 'police', 'firs', 'add', '15', 'added']","['Delhi Police Add Attempted Murder Charge in FIR Over July 20 NEET Protest Violence   KNOW MORE:  https://t.co/GMkIHmq2dc\n\n@DelhiPolice \n\nDelhi Police have added an attempted murder charge to an FIR over the July 20 protest violence near Parliament, alleging attacks on security', 'Violence During CJP Protest: Delhi Police Registers 15 FIRs, Attempt to Murder Charge Added\n#DelhiPolice #CJP #StudentProtests #Violence #LawAndOrder #NEET #BreakingNews #Delhi\n@DelhiPolice\nhttps://t.co/Vl59WmqaFB', 'Violence During CJP Protest: Delhi Police Registers 15 FIRs, Attempt to Murder Charge Added.']"
26,15,26_he_him_against_modi,"['he', 'him', 'against', 'modi', 'caught', 'his', 'is', 'and', 'recite', 'exposed']","['CRPF personnel has completely exposed the entire CJP protest.\n\nHe is currently deployed at Jantar Mantar, and every single word he said is absolutely accurate and powerful.\n\nI was deeply moved by what he said, and I believe every Indian should listen to him and understand his https://t.co/W3h9NGegAj', 'He joined CJP protest to speak against NEET paper leak. But when he saw people abusing Modi ji, he confronted them.\n\nHe told them this protest is against NEET paper leak not against Modi ji. They called him Andhbhakt, lynched him.\n\nNow he is in serious condition.\n\n#DelhiViolence https://t.co/0NFniTZ8JW', 'He joined CJP protest to speak against NEET paper leak \n\nbut when he saw people abusing Modi ji, he confronted them.\n\nHe told them this protest is against NEET paper leak not against Modi ji\n\nThey called him Andhbhakt, lynched him.\n\nNow he is in serious condition!. https://t.co/1JxEu6RGRo']"
27,14,27_his_junaid_raided_police,"['his', 'junaid', 'raided', 'police', 'dipke', 'house', 'abhijeet', 'arrested', 'up', 'father']","['Mohd. Aslam was distributing water bottles at CJP protest.\nPolice came and asked for his adhar card, took his details.\nAt 10 pm, six police officers raided his house.\nArrested him with unknown charges.\nOut of lakhs of protesters, police found only Aslam to punish.\n\nRemember it.', 'UP Police has raided Junaid’s house and taken his father and minor brother into custody. \n\nThey are threatening Junaid to return from Delhi or else they will not release his father.\n\nThey also raided his sister’s house and arrested her father-in-law and brother-in-law.\n\nThis is https://t.co/v9Z1JcQhh0', ""&gt; Mohd Junaid is arranging foods and water at CJP protest since day one.\n\n&gt; UP police has raided his house, his father and minor brother arrested.\n\n&gt; Police also raided his sister's house, tortured and arrested her family.\n\n&gt; Let's see how many people form CJP help him. https://t.co/4yLlPvBlzZ""]"
28,13,28_criminals_250_visited_identified,"['criminals', '250', 'visited', 'identified', 'criminal', '2000', 'frs', 'records', '400', 'july']","[""CJp protest 400 criminals record found in Jantar Mantar protest. !!!\n\nDelhi Police's FRS identified around 400 people with criminal records in and around the Jantar Mantar protest site between July 20 and July 24, with some suspects also linked to the July 20 vandalism\n\nSource - https://t.co/UCsibpZPWz"", 'BIG EXPOSE | CJP Protest\n\n250 criminals visited Protest \nThey created riot like situation \n\nDelhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site.\n\nSources claim many of them were present to fuel violence and create a riot-like https://t.co/69QfmaZaMc', 'BIG EXPOSE | CJP Protest\n\n250 criminals visited Protest \nThey created riot like situation \n\nDelhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site.\n\nSources claim many of them were present to fuel violence and create a riot-like https://t.co/keh0ruQurD']"
29,13,29_compensation_pradhan_demands_dharmendra,"['compensation', 'pradhan', 'demands', 'dharmendra', 'crore', 'families', 'suicide', 'demand', 'apology', 'died']","[""CJP is celebrating the resignation of India's Education Minister, Dharmendra Pradhan. Yet it says the protest will not end until its other demands are met:\n\n₹1 crore in compensation for the families of students who died by suicide.\nA public apology from the Delhi Police.\nAction https://t.co/22ORhffIY0"", 'CJP celebrates resignation of India’s Education Minister Dharmendra Pradhan. Yet CJP says won’t end protest until other demands are met:\n\nCompensation of ₹1 crore for families of students who died by suicide.\n\nDelhi Police public apology. (1/2)', 'CJP celebrates resignation of India’s Education Minister Dharmendra Pradhan. Yet CJP says won’t end protest until other demands are met:\n\nCompensation of ₹1 crore for families of students who died by suicide.\n\nDelhi Police public apology. Action against those who ordered']"
30,13,30_internet_services_restricted_areas,"['internet', 'services', 'restricted', 'areas', 'bitchat', 'github', 'amid', 'mobile', 'protocols', 'jack']","['CJP Protest: Delhi Police Asks Swiggy, Blinkit, Uber &amp; Others To Limit Services In Restricted Areas\n\nhttps://t.co/lFFE9touvD', '@jack The Bitchat takedown was about timing, not the tech.\nDelhi has seen repeated internet suspensions around the CJP protest sites since July 20. Protesters switched to Bluetooth mesh apps to keep coordinating. I4C’s order hit GitHub on July 23; GitHub complied.', 'New Delhi: Legal services organisation #Software Freedom Law Center, India on Friday moved the Delhi High Court against the suspension of mobile internet services in parts of Central Delhi amid the ongoing #CJP-led protest at #JantarMantar against #NEET paper leak and alleged']"
31,13,31_she_actress_offered_puri,"['she', 'actress', 'offered', 'puri', 'akanksha', 'her', 'reels', 'flight', 'period', 'tickets']","['Ayesha Khan said that she had her period while shooting an item dance for the Dhurandhar movie.\n\nNow she has said that she had her period during the CJP protest too.\n\nPeople are criticizing her and asking - Why does she always have her period? Is she using it to play the victim https://t.co/Il0hnHUVlk', '🚨 ACTRESS AKANKSHA PURI -\n\n""I was offered money to support CJP and Jantar Mantar Protest.\n\nThey even offered me Flight tickets to Jantar Mantar. I was asked to post reels.\n\nMany other creators received similar offers too.\n\nI refused. Students should be supported genuinely. It is https://t.co/Uzpb5egtBH', 'ACTRESS AKANKSHA PURI.\n\n""I was offered money to support CJP and Jantar Mantar Protest.\n\nThey even offered me Flight tickets to Jantar Mantar. I was asked to post reels. Many other creators received similar offers too. I refused. Students should be supported genuinely. It is not a https://t.co/UmAvuC18WQ']"
32,13,32_cctv_footage_july_shows,"['cctv', 'footage', 'july', 'shows', 'barricades', '20', 'released', 'police', 'parliament', 'vandalism']","['#WATCH | Delhi: CCTV footage from July 20th during the protest at Jantar Mantar has surfaced, which has been confirmed by the Delhi Police. The footage shows incidents of stone-pelting, breaking of glass at petrol pumps and shops. Delhi Police and RAF personnel are also seen https://t.co/HSmZb5MTGW', 'CCTV Footage Shows Barricades Being Breached Before Parliament March\n\nDelhi Police has released CCTV footage from 20 July that it says shows CJP supporters breaking through barricades while attempting to march towards Parliament.\n\nAccording to the police, the breach led to a https://t.co/GA4qJngFlY', '🚨BREAKING 🚨DELHI \nDelhi Police has released CCTV footage that it says captures incidents of stone-pelting and vandalism during the July 20 protest in the national capital.\nAccording to police, the footage forms part of the ongoing investigation into the violence. #cjp\n#protest']"
