tweet_id,text,reason,language
2080959956791214417,"Amid FIRs filed against 'criminals' for violence at the Delhi's Jantar Mantar protest, CJP makes new demand - Public apology from RAF and Delhi police 

@ShivAroor @PadmajaJoshi https://t.co/7HseFKNCIX",duplicate,en
2080959613571309585,"“We have done it,” said CJP founder Abhijeet Dipke as celebrations broke out at Jantar Mantar following Dharmendra Pradhan’s resignation. Protesters raised slogans of “Democracy won” as the CJP claimed victory after weeks of agitation.

#DharmendraPradhan #cjp #JantarMantar https://t.co/SrDUphEadp",duplicate,en
2080954185412215144,"🚨 SHOCKING! 
CJP now adds new demand:

-&gt; Public Apology From RAF &amp; Delhi Police

They say protest won't end before this 🤯 https://t.co/d0bDTgncxS",duplicate,en
2080953403044458691,"மத்திய கல்வி அமைச்சர் தர்மேந்திர பிரதான் அதிரடி ராஜினாமா!

Hi everyone! In this video, we cover today's massive breaking news — Union Education Minister Dharmendra Pradhan has resigned on July 25, 2026, submitting his resignation letter directly to PM Narendra Modi amid https://t.co/xP3gCBAcEY",irrelevant,en
2080952977892999598,"In the Delhi High court: CJP PROTEST"" DELHI POLICE CAN'T RECORD PROTEST VIDEO...PRIVACY AT RISK ?... https://t.co/QTJNUk0WJl via @YouTube",duplicate,en
2080952615454855591,"#CJP Jantar Mantar Protest | 'Jhukti hai duniya, jhukane wala chahiye', #AbhijeetDipke's 1st reaction on #DharmendraPradhan's resignation  

Track LIVE updates  🔗https://t.co/HZMxdf38nB 

Dive deeper into the story with the TOI App 👉 https://t.co/EYjxlU7kcd

#CJP #Delhi https://t.co/rmiXEJhQY7",duplicate,en
2080951808349122756,"CJP celebrates resignation of India’s Education Minister Dharmendra Pradhan. Yet CJP says won’t end protest until other demands are met:

Compensation of ₹1 crore for families of students who died by suicide.

Delhi Police public apology. Action against those who ordered",duplicate,en
2080948007735054734,"Education minister @dpradhanbjp resigns

https://t.co/PuwnaqGtmN",irrelevant,en
2080946809925693617,India Education Minister Dharmendra Pradhan resigns https://t.co/Ja2E6shbyD,irrelevant,en
2080946114757587212,"Dharmendra Pradhan is corrupt and incompetent as education minister.  Resigned.

Now Modi who is corrupt, coward and slave of Trump should resign.

Dharmendra Pradhan resigns as education minister amid massive uproar https://t.co/yy9QghwlDJ",irrelevant,en
2080945683138539686,@ganda_bherunda_ Yah it fizzled out pretty quickly ...for the Govt 😂😂😂😂https://t.co/i4iHEQeV0v,irrelevant,en
2080945666101264569,"News Nation पर CJP पर  Abhijeet Dipke Exclusive | Jantar Mantar | CJP Protest | Delhi | Dharmendra Pradhan

#NEETExamProtest #DharmendraPradhan #NewsNation https://t.co/jhTMJ2Z6bm",duplicate,en
2080944468140937346,"🚨Dharmendra Pradhan resigns as education minister amid massive uproar

Stay updated with all the stories that matter — download the Hindustan Times App

https://t.co/hc4x3w2yDJ",irrelevant,en
2080943380734034209,"#WATCH | Delhi: Earlier visuals from Jantar Mantar, where CJP (Cockroach Janta Party) is continuing its protest over the demand of Union Education Minister Dharmendra Pradhan's resignation.

In a latest development, Dharmendra Pradhan has resigned from his post. https://t.co/Soz02C4VHV",duplicate,en
2080942784090153103,"Has sent resignation letter says The Hindu. Would it be accepted or another drama will be played.
https://t.co/lg5dyuMRdi",irrelevant,en
2080938457858474109,"VIDEO | Jantar Mantar Protest: ""Food and water being stopped', says CJP spokesperson Saurav Das in heated argument with Delhi Police.

#JantarMantarProtest #CJP

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/JDrzIUjhdO",duplicate,en
2080938135274520602,"‘Police are everywhere’: Sonam Wangchuk's wife questions heavy deployment at Medanta

Stay updated with all the stories that matter — download the Hindustan Times App

https://t.co/WRVPE4veyk",irrelevant,en
2080937673603317931,"#WATCH | Delhi: Latest visuals from Jantar Mantar, where CJP (Cockroach Janta Party) continues its protest. https://t.co/9J7qLwF3pz",duplicate,en
2080937279342727621,https://t.co/SXUNR3WrBu who is this begger to dictate to the pm. Tell him to bugger off. First sack rahul. Moving him any where is not acceptable There should be a dharna in front of kharge and sonia or Rahul's house.,irrelevant,en
2080936384005894455,"VIDEO | Delhi Jantar Mantar Protest: CJP spokesperson Saurav Das, says, ""Our food and water is being stopped. Is Delhi Police trying to deprive people of food and water? Let the Delhi Police clarify its position. Instead of listening to the demands of the youth, the https://t.co/BJo8OCTAV5",duplicate,en
2080933087735935401,"BREAKING | 

Delhi Police Cracks Down on Misinformation Amid CJP Protest

Delhi Police says fake news, AI-generated videos, deepfakes and false social media narratives were used to create panic during the CJP protests at Jantar Mantar.

▪️ No woman died during the July 20 https://t.co/nC3Gry1GYc",duplicate,en
2080930666754277561,"VIDEO | On CJP protest in Delhi, DCP Rohit Rajbir Singh says, ""As you are aware, the protest has been taking place under the banner of Cockroach Janta Party (CJP) for the past several weeks. One notable aspect of this protest is the extensive use of social media, particularly https://t.co/uIVQ6EqwNg",duplicate,en
2080927101503553932,https://t.co/SXUNR3WZr2 people of india say no don't sack pradhan. Fcuk off,irrelevant,en
2080926025362665845,"A video featuring Sonam Wangchuk has gone viral, showing him questioning authorities while attempting to leave a hospital. In the clip, he is heard saying, “Arrest me. You can’t harass me.” The video surfaced with claims that it was recorded after his alleged detention by police https://t.co/CQ4y18fKu2",irrelevant,en
2080925579814342668,"#LIVE | Delhi Police addresses Press Conference on CJP Protest 

#WATCH-https://t.co/g3gOJYcYse https://t.co/h7eY7yw2Ld",duplicate,en
2080919828639179031,"#WATCH | Activist Sonam Wangchuk has defended his decision to end his 26-day hunger strike, rejecting allegations that he struck a deal with the government and asking why he needed a ""character certificate"" to prove his commitment to the students' movement.

In a video message https://t.co/iHpxblnJOX",irrelevant,en
2080917308067963172,"Note sure if its an article without nuance. Yet, whatever it says is enough to withdrawn pellet guns

https://t.co/YmIEhNdICZ",irrelevant,en
2080911394841772100,"#WATCH | Delhi: At CJP protest at Jantar Mantar yesterday, Mani Shankar Aiyar said, ""...Today's youth are not just students, they are teaching a lesson to the country. What is that lesson? The lesson is - Be Fearless. Our generation was really scared. Hearing Modi ji and Amit https://t.co/XBYeiwM5Ve",duplicate,en
2080878706214764886,"Abhijeet Dipke: The BJP has sent goons and hooligans in the CJP protest who were responsible for the stone pelting and attack on police.

Then why was your Paw Paw, Aravind Kejriwal sitting at the Delhi Police station,with his team, for securing their release, Dipke ???? https://t.co/AfM7qrc8nh",duplicate,en
2080875915152879664,"[Live Updates] Today Breaking News, July 25 – ‘Loaded grain, not weapons’: MEA refutes Russia’s claim on vessel hit in strike that killed 4 Indians

READ MORE➡️https://t.co/GiKLHw43fK

#MEA #RussiaUkraineWar #IndianCitizens

https://t.co/bwHrHeXvsA",irrelevant,en
2080869294364139957,"VIDEO | CJP protest in Delhi: CJP spokesperson Ashutosh Ranka says, ""We expect to receive a written agreement today on the issues of compensation and legal action. We also expect a response to the core demand of this movement, the resignation of Union Education Minister https://t.co/SRJVhcvSNF",duplicate,en
2080854759402360910,"@AugadhBhudeva claim is not literally true. It is a sarcastic, opinionated framing (from an NMF News video shared in the X post) of a real journalist receiving support through a grant-funded organization. No cockroach was cooked or became a millionaire. 
@AugadhBhudeva
The X post by",irrelevant,en
2080853869211381957,"Sikhs stand as one community in the world that engages in warmongering 24/7. They continuously look for opportunities to bring their langar dal, and boiled rice to the tables of conflict zones with their camera team despite being uninvited. This young Nihang was seen earlier https://t.co/HHsSWZpVdK",irrelevant,en
2080851771677966709,"Gorlllss 

#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/u6DwQMBSs2",duplicate,en
2080848766429716510,"July 21, Safdarjung Hospital, when Sonam Wangchuk was trying to leave the premises to go to Medanta Hospital. Safdarjung Hospital administration and police tried to stop him, even though Delhi High Court allowed him to be shifted to Medanta, Gurugram. 
https://t.co/GmC7bVDFyL https://t.co/iTC5NT1WNj",duplicate,en
2080844004753801451,Always easy to remove the bottom layer and pin the blame on them https://t.co/bbsCUEbOSS,irrelevant,en
2080843746363818138,"Read, how Sonam Wangchuk’s 26-day hunger strike ended-
After being denied access to activist Sonam Wangchuk for two days, a civil society group from Ladakh was “woken up from sleep” on Thursday night and rushed to Medanta Hospital in Gurugram to stand witness to him breaking his",irrelevant,en
2080834933589934392,"In a move to crack down on exam malpractices, the Centre has taken a slew of actions, including strengthening the anti-paper leak law and terminating services of up to 47 officials in the National Testing Agency (NTA).
https://t.co/GmC7bVDFyL",irrelevant,en
2080829079763517759,"BitChat must be banned permanently in India. No debate. No soft landing. No “freedom of speech” drama.

Jack Dorsey’s BitChat is not some cool tech experiment. It is a deliberate, internet-bypassing, encryption-hiding tool designed for exactly the kind of criminal mobilisation we https://t.co/uepOdUNZUW",irrelevant,en
2080810321854251223,"🇮🇳 JANTAR MANTAR: THE FAST THAT SHOOK THE NATION'S CONSCIENCE

It began with a simple demand: accountability. It became a 26-day ordeal that brought tens of thousands to the streets, forced the government to act, and ended with a frail activist sipping his first liquid in nearly https://t.co/X6Wu3uJVH8",irrelevant,en
2080744118108778631,"The government’s response has been contempt rather than accountability. Speaking to NDTV, Pradhan referred to the Cockroach Janta Party as the “B-team of terror groups.” He also dismissed the movement as “disruptive elements,” saying those “rejected in democracy have come in",irrelevant,en
2080740194785841514,‘Not just an MP now… but a leader’: Dimple Yadav’s moment at Jantar Mantar https://t.co/a2mVJlhLuB,irrelevant,en
2080737460942979413,"When @Wangchuk66, along with @Cockroachisback, began their hunger strike on June 28, the #DMK was nowhere to be seen. By the 18th day of his fast (July 16), Dr. Ezhilan was busy celebrating Argentina's FIFA World Cup victory. On the 17th day, TRB Rajaa was targeting a journalist https://t.co/XOOYwKIOz3",irrelevant,en
2080735309982302516,"A man says Har Har Modi.
@abhijeet_dipke thugs descend on him and nearly lynch the man.
This is ‘CJP’ definition of peaceful protest.
In the heart of Delhi a murderous mob led by a woman ‘protestor’.
Violence: This is what this ‘protest’ is really about. https://t.co/r1vH0oW3wr",duplicate,en
2080731708752908508,"This woman at the CJP protest is threatening to turn Delhi into Nepal. 
She looks suspicious. 
@DelhiPolice must investigate her links.
From @erbmjha https://t.co/pYFCzns1oj",duplicate,en
2080724844782793106,"“A senior AIIMS official confirmed that Lochab had “pellet injuries” on the right side of his body.”

https://t.co/VMXUIxJrSZ",irrelevant,en
2080713495839150171,"PM Modi thanks youngsters for their ""positive response"" to his Instagram video outlining the government's plan to tackle exam paper leaks.

Live updates: https://t.co/dJVoYVNsDo https://t.co/bRnNCeuByz",irrelevant,en
2080707180798627861,"🪳 A guy from Kerala claims the CJP protest in Delhi is deeply connected to Islam, citing rise of cockroaches. https://t.co/q0I2Lc1hOS",duplicate,en
2080706007802777815,"Dear DU students of Delhi,

Please make sure you turn up in large numbers to the CJP protest, the moment DU opens up.

Time to respect the wishes of these bootlickers by completely ignoring them.",duplicate,en
2080691632534651383,"Read this slowly.

A generation is sitting at Jantar Mantar because exam papers leaked again and again, because students died under a system that treats their futures like disposable files, and because the ministry still refuses the one answer that would cost a chair. 

That is",irrelevant,en
2080686630411845889,‘Not just an MP now… but a leader’: Dimple Yadav’s moment at Jantar Mantar https://t.co/tsg6V9puWS via @IndianExpress @dimpleyadav @samajwadiparty,irrelevant,en
2080683195994128642,"☀Maharashtra govt to introduce star rating system for 623 public hospitals to improve standard.

☀FM Sitharaman to IT Dept on 167th Income Tax Day: Ensure convenience for honest taxpayers, firm consequences for deliberate evasion. Exercise power that the tax law gives you with https://t.co/B5ySynhqpA",irrelevant,en
2080677984927879597,"He is rapper Vedan from Kochi

-He performed songs in support of the CJP protest in Delhi.

-In this video, he talks about alleged police suppression on CJP

Now, Kerala Police have registered FIR against over 100 people in connection on his Kochi event, with rapper Vedan’s https://t.co/n4hZ7r7VG5",duplicate,en
2080675939479154932,"A bit rich, as this is from someone who compromised Parliamentary &amp; national security by sharing her password with an industrialist, in exchange for goods &amp; services: Mac cosmetics 😅 among them. Good grief!

 #PoliticiansHijackStudentsCause

@PMOIndia 

https://t.co/GNL81piR86",irrelevant,en
2080674624925483366,"@boomlive_in One of the posters had an Hindu article on Sheikh Irshad Mansuri. He who was injured at Jantar Mantar, and had spoke to @boomlive_in that pellet-like particles had lodged in his body (3/n)
https://t.co/8SRdgnvnno https://t.co/yAsQOvCtRK",irrelevant,en
2080669936209514970,"A Disturbing Incident..Again Attack on Students Raises Serious Safety Concerns.
Bullets Fired on Students in Begusarai, Bihar.
https://t.co/lU6K5CYAZC

#Begusarai #Bihar #BreakingNews #NewsUpdate #NEET #StudentSafety #Justice #AbhijeetDipke #CockroachJanataParty #JantarMantar",irrelevant,en
2080665678940602857,"In a bid to ""complete overhaul"", the NTA has terminated the services of its 47 staff -- including permanent and contractual staff. Legal and criminal actions will also be taken against some of these officials, sources told HT.

https://t.co/Z7x1y7KZRX",irrelevant,en
2080665265721966909,"47 NTA officials terminated in big govt move, legal action to follow

Stay updated with all the stories that matter — download the Hindustan Times App

https://t.co/dADnyfLZ4x",irrelevant,en
2080656375802458269,"BIG EXPOSE | CJP Protest

250 criminals visited Protest 
They created riot like situation 

Delhi Police FRS system has identified 250 wanted criminals who allegedly visited the CJP protest site.

Sources claim many of them were present to fuel violence and create a riot-like https://t.co/69QfmaZaMc",duplicate,en
2080644071803277405,"Shame on you, Mr. @spvaid, for making such derogatory remarks about the Youths of India.

And you're wrong. It wasn't the youth of India who were in the gutter for all these years, it was people like you who enjoyed perks and privileges funded by taxpayers' money for a very long https://t.co/u3digGadR5",irrelevant,en
2080639257593741721,"BIG NEWS 🚨 Passports of Those Found Involved in Riots to Be Cancelled

Huge action by Delhi Police on CJP Protest🔥 https://t.co/sl44y7dh9X",duplicate,en
2080627242057781409,"@abhijeet_dipke 🚨 BREAKING NEWS: EXPOSING THE FRAUD 🚨

》Abhijeet Dipke (@abhijeet_dipke) has just pulled off the biggest fraud of his career.

》He staged a massive drama, claiming that an active Uttarakhand Police (@uttarakhandcops) constable was resigning from his job to support their https://t.co/FfqSYOViK7",irrelevant,en
2080604232047087821,"Because ""It's For Centre To Decide"" 
Why are you journalists like this??? 

https://t.co/o04Tin2mHO",irrelevant,en
2080598119293870192,Delhi Police reaction after Lathi Charge at Jantar Mantar for CJP Protest https://t.co/KiL8VgbtC9,duplicate,en
2080597393993851308,#BREAKING: Delhi High Court rejects PIL Seeking NIA Probe into CJP Protest at Jantar Mantar in New Delhi.,duplicate,en
